model,class_id,syn_rate,proportion_percent,run_type,replicate
alternative,1,0.692,83.111,SRV,1
alternative,2,2.07,14.221,SRV,1
alternative,3,4.881,2.668,SRV,1
null,1,0.694,83.688,SRV,1
null,2,2.209,14.452,SRV,1
null,3,5.379,1.86,SRV,1
alternative,1,0.694,83.442,SRV,2
alternative,2,2.113,14.072,SRV,2
alternative,3,4.979,2.486,SRV,2
null,1,0.693,83.596,SRV,2
null,2,2.198,14.499,SRV,2
null,3,5.345,1.904,SRV,2
alternative,1,0.691,83.032,SRV,3
alternative,2,2.094,14.581,SRV,3
alternative,3,5.07,2.387,SRV,3
null,1,0.693,83.484,SRV,3
null,2,2.157,14.343,SRV,3
null,3,5.145,2.173,SRV,3
alternative,1,0.693,83.299,SRV,4
alternative,2,2.104,14.206,SRV,4
alternative,3,4.967,2.495,SRV,4
null,1,0.693,83.611,SRV,4
null,2,2.201,14.491,SRV,4
null,3,5.344,1.897,SRV,4
alternative,1,0.694,83.415,SRV,5
alternative,2,2.102,14.025,SRV,5
alternative,3,4.923,2.56,SRV,5
null,1,0.693,83.551,SRV,5
null,2,2.194,14.529,SRV,5
null,3,5.323,1.921,SRV,5
alternative,1,0.692,83.236,SRV,6
alternative,2,2.111,14.417,SRV,6
alternative,3,5.1,2.347,SRV,6
null,1,0.695,83.689,SRV,6
null,2,2.176,14.19,SRV,6
null,3,5.163,2.121,SRV,6
alternative,1,0.691,83.152,SRV,7
alternative,2,2.1,14.44,SRV,7
alternative,3,5.075,2.407,SRV,7
null,1,0.694,83.624,SRV,7
null,2,2.173,14.261,SRV,7
null,3,5.181,2.115,SRV,7
alternative,1,0.692,83.16,SRV,8
alternative,2,2.069,14.13,SRV,8
alternative,3,4.864,2.71,SRV,8
null,1,0.695,83.838,SRV,8
null,2,2.229,14.384,SRV,8
null,3,5.459,1.779,SRV,8
alternative,1,0.693,83.329,SRV,9
alternative,2,2.115,14.294,SRV,9
alternative,3,5.056,2.377,SRV,9
null,1,0.695,83.737,SRV,9
null,2,2.187,14.194,SRV,9
null,3,5.193,2.069,SRV,9
alternative,1,0.693,83.374,SRV,10
alternative,2,2.099,14.042,SRV,10
alternative,3,4.928,2.583,SRV,10
null,1,0.694,83.653,SRV,10
null,2,2.204,14.459,SRV,10
null,3,5.353,1.888,SRV,10
