model,branch_set,hit_class,rate,run_type,replicate
alternative,reference,2H,0.164,SRV+Double,1
alternative,reference,2H,0.0267,SRV+Double,1
alternative,test,2H,0.0,SRV+Double,1
null,reference,2H,0.0486,SRV+Double,1
null,reference,2H,0.0632,SRV+Double,1
null,test,2H,0.0126,SRV+Double,1
null,test,2H,0.0,SRV+Double,1
alternative,reference,2H,0.1651,SRV+Double,2
alternative,reference,2H,0.0245,SRV+Double,2
alternative,test,2H,0.0,SRV+Double,2
null,reference,2H,0.0522,SRV+Double,2
null,reference,2H,0.0636,SRV+Double,2
null,test,2H,0.0131,SRV+Double,2
null,test,2H,0.0,SRV+Double,2
alternative,reference,2H,0.171,SRV+Double,3
alternative,reference,2H,0.0261,SRV+Double,3
alternative,test,2H,0.0,SRV+Double,3
null,reference,2H,0.0511,SRV+Double,3
null,reference,2H,0.0634,SRV+Double,3
null,test,2H,0.0086,SRV+Double,3
null,test,2H,0.0,SRV+Double,3
alternative,reference,2H,0.1636,SRV+Double,4
alternative,reference,2H,0.0229,SRV+Double,4
alternative,test,2H,0.0,SRV+Double,4
null,reference,2H,0.0538,SRV+Double,4
null,reference,2H,0.0629,SRV+Double,4
null,test,2H,0.0201,SRV+Double,4
null,test,2H,0.0,SRV+Double,4
alternative,reference,2H,0.1706,SRV+Double,5
alternative,reference,2H,0.0229,SRV+Double,5
alternative,test,2H,0.0,SRV+Double,5
null,reference,2H,0.0522,SRV+Double,5
null,reference,2H,0.0635,SRV+Double,5
null,test,2H,0.0161,SRV+Double,5
null,test,2H,0.0,SRV+Double,5
alternative,reference,2H,0.1781,SRV+Double,6
alternative,reference,2H,0.0227,SRV+Double,6
alternative,test,2H,0.0,SRV+Double,6
null,reference,2H,0.0554,SRV+Double,6
null,reference,2H,0.0638,SRV+Double,6
null,test,2H,0.0223,SRV+Double,6
null,test,2H,0.0,SRV+Double,6
alternative,reference,2H,0.1703,SRV+Double,7
alternative,reference,2H,0.0242,SRV+Double,7
alternative,test,2H,0.0,SRV+Double,7
null,reference,2H,0.0542,SRV+Double,7
null,reference,2H,0.0637,SRV+Double,7
null,test,2H,0.0155,SRV+Double,7
null,test,2H,0.0,SRV+Double,7
alternative,reference,2H,0.1665,SRV+Double,8
alternative,reference,2H,0.0245,SRV+Double,8
alternative,test,2H,0.0,SRV+Double,8
null,reference,2H,0.0496,SRV+Double,8
null,reference,2H,0.0635,SRV+Double,8
null,test,2H,0.0145,SRV+Double,8
null,test,2H,0.0,SRV+Double,8
alternative,reference,2H,0.1548,SRV+Double,9
alternative,reference,2H,0.0212,SRV+Double,9
alternative,test,2H,0.0,SRV+Double,9
null,reference,2H,0.0491,SRV+Double,9
null,reference,2H,0.0632,SRV+Double,9
null,test,2H,0.0129,SRV+Double,9
null,test,2H,0.0,SRV+Double,9
alternative,reference,2H,0.1639,SRV+Double,10
alternative,reference,2H,0.0249,SRV+Double,10
alternative,test,2H,0.0,SRV+Double,10
null,reference,2H,0.0476,SRV+Double,10
null,reference,2H,0.063,SRV+Double,10
null,test,2H,0.0112,SRV+Double,10
null,test,2H,0.0,SRV+Double,10
alternative,reference,2H,0.1256,SRV+Double+Triple,1
alternative,reference,2H,0.0233,SRV+Double+Triple,1
alternative,reference,3H,0.0,SRV+Double+Triple,1
alternative,test,2H,0.0,SRV+Double+Triple,1
alternative,test,3H,0.0,SRV+Double+Triple,1
null,reference,2H,0.0539,SRV+Double+Triple,1
null,reference,2H,0.0634,SRV+Double+Triple,1
null,reference,3H,0.0,SRV+Double+Triple,1
null,test,2H,0.0186,SRV+Double+Triple,1
null,test,2H,0.0,SRV+Double+Triple,1
null,test,3H,0.0,SRV+Double+Triple,1
alternative,reference,2H,0.1669,SRV+Double+Triple,2
alternative,reference,2H,0.0216,SRV+Double+Triple,2
alternative,reference,3H,0.0,SRV+Double+Triple,2
alternative,test,2H,0.0,SRV+Double+Triple,2
alternative,test,3H,0.0,SRV+Double+Triple,2
null,reference,2H,0.052,SRV+Double+Triple,2
null,reference,2H,0.0632,SRV+Double+Triple,2
null,reference,3H,0.0,SRV+Double+Triple,2
null,test,2H,0.0172,SRV+Double+Triple,2
null,test,2H,0.0,SRV+Double+Triple,2
null,test,3H,0.0,SRV+Double+Triple,2
alternative,reference,2H,0.1312,SRV+Double+Triple,3
alternative,reference,2H,0.0231,SRV+Double+Triple,3
alternative,reference,3H,0.0,SRV+Double+Triple,3
alternative,test,2H,0.0,SRV+Double+Triple,3
alternative,test,3H,0.0,SRV+Double+Triple,3
null,reference,2H,0.0507,SRV+Double+Triple,3
null,reference,2H,0.0637,SRV+Double+Triple,3
null,reference,3H,0.0,SRV+Double+Triple,3
null,test,2H,0.0172,SRV+Double+Triple,3
null,test,2H,0.0,SRV+Double+Triple,3
null,test,3H,0.0,SRV+Double+Triple,3
alternative,reference,2H,0.1296,SRV+Double+Triple,4
alternative,reference,2H,0.0226,SRV+Double+Triple,4
alternative,reference,3H,0.0,SRV+Double+Triple,4
alternative,test,2H,0.0,SRV+Double+Triple,4
alternative,test,3H,0.0,SRV+Double+Triple,4
null,reference,2H,0.0549,SRV+Double+Triple,4
null,reference,2H,0.0638,SRV+Double+Triple,4
null,reference,3H,0.0,SRV+Double+Triple,4
null,test,2H,0.0223,SRV+Double+Triple,4
null,test,2H,0.0,SRV+Double+Triple,4
null,test,3H,0.0,SRV+Double+Triple,4
alternative,reference,2H,0.1204,SRV+Double+Triple,5
alternative,reference,2H,0.0235,SRV+Double+Triple,5
alternative,reference,3H,0.0,SRV+Double+Triple,5
alternative,test,2H,0.0,SRV+Double+Triple,5
alternative,test,3H,0.0,SRV+Double+Triple,5
null,reference,2H,0.0486,SRV+Double+Triple,5
null,reference,2H,0.0636,SRV+Double+Triple,5
null,reference,3H,0.0,SRV+Double+Triple,5
null,test,2H,0.0109,SRV+Double+Triple,5
null,test,2H,0.0,SRV+Double+Triple,5
null,test,3H,0.0,SRV+Double+Triple,5
alternative,reference,2H,0.1311,SRV+Double+Triple,6
