model,branch_set,hit_class,rate,run_type,replicate
alternative,reference,2H,0.1722,SRV+Double,1
alternative,reference,2H,0.0538,SRV+Double,1
alternative,test,2H,0.13,SRV+Double,1
null,reference,2H,0.0491,SRV+Double,1
null,reference,2H,0.023,SRV+Double,1
null,test,2H,0.0,SRV+Double,1
null,test,2H,0.1127,SRV+Double,1
alternative,reference,2H,0.1634,SRV+Double,2
alternative,reference,2H,0.0605,SRV+Double,2
alternative,test,2H,0.1473,SRV+Double,2
null,reference,2H,0.0544,SRV+Double,2
null,reference,2H,0.0245,SRV+Double,2
null,test,2H,0.0172,SRV+Double,2
null,test,2H,0.1637,SRV+Double,2
alternative,reference,2H,0.1635,SRV+Double,3
alternative,reference,2H,0.0635,SRV+Double,3
alternative,test,2H,0.1566,SRV+Double,3
null,reference,2H,0.0533,SRV+Double,3
null,reference,2H,0.0429,SRV+Double,3
null,test,2H,0.007,SRV+Double,3
null,test,2H,0.1447,SRV+Double,3
alternative,reference,2H,0.1648,SRV+Double,4
alternative,reference,2H,0.065,SRV+Double,4
alternative,test,2H,0.1617,SRV+Double,4
null,reference,2H,0.0626,SRV+Double,4
null,reference,2H,0.0228,SRV+Double,4
null,test,2H,0.0342,SRV+Double,4
null,test,2H,0.167,SRV+Double,4
alternative,reference,2H,0.1881,SRV+Double,5
alternative,reference,2H,0.0631,SRV+Double,5
alternative,test,2H,0.1545,SRV+Double,5
null,reference,2H,0.0519,SRV+Double,5
null,reference,2H,0.0411,SRV+Double,5
null,test,2H,0.0088,SRV+Double,5
null,test,2H,0.1471,SRV+Double,5
alternative,reference,2H,0.169,SRV+Double,6
alternative,reference,2H,0.0542,SRV+Double,6
alternative,test,2H,0.131,SRV+Double,6
null,reference,2H,0.0492,SRV+Double,6
null,reference,2H,0.0229,SRV+Double,6
null,test,2H,0.001,SRV+Double,6
null,test,2H,0.0986,SRV+Double,6
alternative,reference,2H,0.1655,SRV+Double,7
alternative,reference,2H,0.0552,SRV+Double,7
alternative,test,2H,0.1342,SRV+Double,7
null,reference,2H,0.0498,SRV+Double,7
null,reference,2H,0.0281,SRV+Double,7
null,test,2H,0.0021,SRV+Double,7
null,test,2H,0.0967,SRV+Double,7
alternative,reference,2H,0.1748,SRV+Double,8
alternative,reference,2H,0.0572,SRV+Double,8
alternative,test,2H,0.1373,SRV+Double,8
null,reference,2H,0.0478,SRV+Double,8
null,reference,2H,0.042,SRV+Double,8
null,test,2H,0.0,SRV+Double,8
null,test,2H,0.1433,SRV+Double,8
alternative,reference,2H,0.1714,SRV+Double,9
alternative,reference,2H,0.0616,SRV+Double,9
alternative,test,2H,0.1528,SRV+Double,9
null,reference,2H,0.0561,SRV+Double,9
null,reference,2H,0.0236,SRV+Double,9
null,test,2H,0.0229,SRV+Double,9
null,test,2H,0.1668,SRV+Double,9
alternative,reference,2H,0.1564,SRV+Double,10
alternative,reference,2H,0.0565,SRV+Double,10
alternative,test,2H,0.1358,SRV+Double,10
null,reference,2H,0.0518,SRV+Double,10
null,reference,2H,0.0242,SRV+Double,10
null,test,2H,0.0104,SRV+Double,10
null,test,2H,0.158,SRV+Double,10
alternative,reference,2H,0.1293,SRV+Double+Triple,1
alternative,reference,2H,0.0583,SRV+Double+Triple,1
alternative,reference,3H,0.0,SRV+Double+Triple,1
alternative,test,2H,0.1428,SRV+Double+Triple,1
alternative,test,3H,0.0,SRV+Double+Triple,1
null,reference,2H,0.0474,SRV+Double+Triple,1
null,reference,2H,0.0435,SRV+Double+Triple,1
null,reference,3H,0.0,SRV+Double+Triple,1
null,test,2H,0.0,SRV+Double+Triple,1
