model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Diversifying selection,1.42,3.397,SRV,1
alternative,reference,Negative selection,0.165,82.239,SRV,1
alternative,reference,Negative selection,0.424,14.364,SRV,1
alternative,test,Diversifying selection,1.608,3.397,SRV,1
alternative,test,Diversifying selection,1.42,3.397,SRV,1
alternative,test,Negative selection,0.087,82.239,SRV,1
alternative,test,Negative selection,0.313,14.364,SRV,1
alternative,test,Negative selection,0.165,82.239,SRV,1
alternative,test,Negative selection,0.424,14.364,SRV,1
null,reference,Negative selection,0.129,75.598,SRV,1
null,reference,Negative selection,0.485,21.552,SRV,1
null,reference,Neutral evolution,1.0,2.85,SRV,1
null,test,Negative selection,0.129,75.598,SRV,1
null,test,Negative selection,0.485,21.552,SRV,1
null,test,Neutral evolution,1.0,2.85,SRV,1
alternative,reference,Diversifying selection,1.424,3.143,SRV,2
alternative,reference,Negative selection,0.165,83.566,SRV,2
alternative,reference,Negative selection,0.468,13.291,SRV,2
alternative,test,Diversifying selection,1.617,3.143,SRV,2
alternative,test,Diversifying selection,1.424,3.143,SRV,2
alternative,test,Negative selection,0.087,83.566,SRV,2
alternative,test,Negative selection,0.357,13.291,SRV,2
alternative,test,Negative selection,0.165,83.566,SRV,2
alternative,test,Negative selection,0.468,13.291,SRV,2
null,reference,Diversifying selection,1.028,1.75,SRV,2
null,reference,Negative selection,0.133,78.079,SRV,2
null,reference,Negative selection,0.54,20.171,SRV,2
null,test,Diversifying selection,1.028,1.75,SRV,2
null,test,Negative selection,0.133,78.079,SRV,2
null,test,Negative selection,0.54,20.171,SRV,2
alternative,reference,Diversifying selection,1.039,7.481,SRV,3
alternative,reference,Negative selection,0.156,63.307,SRV,3
alternative,reference,Negative selection,0.234,29.212,SRV,3
alternative,test,Diversifying selection,1.053,7.481,SRV,3
alternative,test,Diversifying selection,1.039,7.481,SRV,3
alternative,test,Negative selection,0.079,63.307,SRV,3
alternative,test,Negative selection,0.137,29.212,SRV,3
alternative,test,Negative selection,0.156,63.307,SRV,3
alternative,test,Negative selection,0.234,29.212,SRV,3
null,reference,Negative selection,0.145,64.451,SRV,3
null,reference,Negative selection,0.24,28.533,SRV,3
null,reference,Neutral evolution,1.0,7.016,SRV,3
null,test,Negative selection,0.145,64.451,SRV,3
null,test,Negative selection,0.24,28.533,SRV,3
null,test,Neutral evolution,1.0,7.016,SRV,3
alternative,reference,Diversifying selection,1.435,2.877,SRV,4
alternative,reference,Negative selection,0.166,85.3,SRV,4
alternative,reference,Negative selection,0.525,11.823,SRV,4
alternative,test,Diversifying selection,1.634,2.877,SRV,4
alternative,test,Diversifying selection,1.435,2.877,SRV,4
alternative,test,Negative selection,0.087,85.3,SRV,4
alternative,test,Negative selection,0.417,11.823,SRV,4
alternative,test,Negative selection,0.166,85.3,SRV,4
alternative,test,Negative selection,0.525,11.823,SRV,4
null,reference,Diversifying selection,1.025,0.979,SRV,4
null,reference,Negative selection,0.138,80.566,SRV,4
null,reference,Negative selection,0.593,18.454,SRV,4
null,test,Diversifying selection,1.025,0.979,SRV,4
null,test,Negative selection,0.138,80.566,SRV,4
null,test,Negative selection,0.593,18.454,SRV,4
alternative,reference,Diversifying selection,1.412,3.313,SRV,5
alternative,reference,Negative selection,0.166,83.265,SRV,5
alternative,reference,Negative selection,0.451,13.422,SRV,5
alternative,test,Diversifying selection,1.598,3.313,SRV,5
alternative,test,Diversifying selection,1.412,3.313,SRV,5
alternative,test,Negative selection,0.087,83.265,SRV,5
alternative,test,Negative selection,0.339,13.422,SRV,5
alternative,test,Negative selection,0.166,83.265,SRV,5
alternative,test,Negative selection,0.451,13.422,SRV,5
null,reference,Negative selection,0.13,76.94,SRV,5
null,reference,Negative selection,0.523,21.005,SRV,5
null,reference,Neutral evolution,1.0,2.056,SRV,5
null,test,Negative selection,0.13,76.94,SRV,5
null,test,Negative selection,0.523,21.005,SRV,5
null,test,Neutral evolution,1.0,2.056,SRV,5
alternative,reference,Diversifying selection,1.015,8.05,SRV,6
