Query Sequence,Database,Score,Normalized Score,Median Abundance,# k-mers,Sample ID,Organism,Location,BioSample,BioProject,Project Title,Assay Type,Enrichment Data,K-mer Coordinates,K-mer Abundances,Presence Mask
exon_2,sra-logan-chunks-pex2,274,1,974,274,SRR12066653,"Homo sapiens",[GEO],SAMN15339880,PRJNA641020,"Patient 4 RCC single-cell RNA-seq",RNA-Seq,"{""acc"":""SRR12066653"",""taxid"":""9606.0"",""title"":""Patient 4 RCC single-cell RNA-seq"",""access"":""public"",""mbases"":""52219.0"",""mbytes"":""15598.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":44.4745645,""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN15339880"",""longitude"":8.8861313,""sra_study"":""SRP268262"",""assay_type"":""RNA-Seq"",""avgspotlen"":""179.0"",""bioproject"":""PRJNA641020"",""experiment"":""SRX8594473"",""insertsize"":""NA"",""instrument"":""HiSeq X Ten"",""sample_acc"":""SRS6885099"",""center_name"":""GEO"",""releasedate"":""2021-10-05 00:00:00 UTC"",""geo_loc_name"":""[GEO]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""[GEO]"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""cDNA"",""geocoding_provider"":""nominatim"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[GEO]"",""geo_loc_name_country_continent_calc"":""NA""}",,0-273=974,
exon_2,sra-logan-chunks-pex2,274,1,413,274,SRR19604500,"Homo sapiens","[LHC, CCR, NATIONAL CANCER INSTITUE]",SAMN27724667,PRJNA830453,1507400090T,RNA-Seq,"{""acc"":""SRR19604500"",""taxid"":""9606.0"",""title"":""1507400090T"",""access"":""public"",""mbases"":""51863.0"",""mbytes"":""15903.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN27724667"",""sra_study"":""SRP379375"",""assay_type"":""RNA-Seq"",""avgspotlen"":""302.0"",""bioproject"":""PRJNA830453"",""experiment"":""SRX15657707"",""insertsize"":""NA"",""instrument"":""Illumina HiSeq 4000"",""sample_acc"":""SRS13356553"",""center_name"":""LHC, CCR, NATIONAL CANCER INSTITUE"",""releasedate"":""2022-06-10 00:00:00 UTC"",""geo_loc_name"":""[LHC, CCR, NATIONAL CANCER INSTITUE]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""LHC, CCR, NATIONAL CANCER INSTITUE"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""geocoding_status"":""queued"",""libraryselection"":""cDNA"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[LHC, CCR, NATIONAL CANCER INSTITUE]"",""geo_loc_name_country_continent_calc"":""NA"",""latitude"":28.6866215,""longitude"":77.3088183,""geocoding_provider"":""nominatim""}",,0-273=413,
exon_2,sra-logan-chunks-pex2,274,1,294,274,SRR13854294,"Homo sapiens","[WEST CHINA HOSPITAL SICHUAN UNIVERSITY]",SAMN17853304,PRJNA701236,"Human sample from Homo sapiens",RNA-Seq,"{""acc"":""SRR13854294"",""taxid"":""9606.0"",""title"":""Human sample from Homo sapiens"",""access"":""public"",""mbases"":""67841.0"",""mbytes"":""21199.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":30.6440315,""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN17853304"",""longitude"":104.0576643,""sra_study"":""SRP309203"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA701236"",""experiment"":""SRX10235707"",""insertsize"":""NA"",""instrument"":""HiSeq X Ten"",""sample_acc"":""SRS8377375"",""center_name"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""releasedate"":""2021-07-23 00:00:00 UTC"",""superkingdom"":""Eukaryota"",""geocoded_from"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""PCR"",""geocoding_provider"":""nominatim"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""geo_loc_name_country_continent_calc"":""NA"",""geo_loc_name"":null}",,0-81=264:82-113=467:114-120=427:121-144=367:145-160=377:161-174=411:175=400:176-273=294,
exon_2,sra-logan-chunks-pex2,274,1,286,274,SRR15130083,"Homo sapiens","[TAIHE HOSPITAL, HUBEI UNIVERSITY OF MEDICINE]",SAMN20206387,PRJNA746420,"Human sample from Homo sapiens",RNA-Seq,"{""acc"":""SRR15130083"",""taxid"":""9606.0"",""title"":""Human sample from Homo sapiens"",""access"":""public"",""mbases"":""13548.0"",""mbytes"":""4112.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":30.556622,""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN20206387"",""longitude"":114.3504992,""sra_study"":""SRP328251"",""assay_type"":""RNA-Seq"",""avgspotlen"":""297.0"",""bioproject"":""PRJNA746420"",""experiment"":""SRX11438669"",""insertsize"":""NA"",""instrument"":""HiSeq X Ten"",""sample_acc"":""SRS9481466"",""center_name"":""TAIHE HOSPITAL, HUBEI UNIVERSITY OF MEDICINE"",""releasedate"":""2021-07-14 00:00:00 UTC"",""geo_loc_name"":""[TAIHE HOSPITAL, HUBEI UNIVERSITY OF MEDICINE]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""TAIHE HOSPITAL, HUBEI UNIVERSITY OF MEDICINE"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""PCR"",""geocoding_provider"":""nominatim"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[TAIHE HOSPITAL, HUBEI UNIVERSITY OF MEDICINE]"",""geo_loc_name_country_continent_calc"":""NA""}",,0-273=286,
exon_2,sra-logan-chunks-pex2,274,1,266,274,SRR19604496,"Homo sapiens","[LHC, CCR, NATIONAL CANCER INSTITUE]",SAMN27724665,PRJNA830453,1507401220T,RNA-Seq,"{""acc"":""SRR19604496"",""taxid"":""9606.0"",""title"":""1507401220T"",""access"":""public"",""mbases"":""55690.0"",""mbytes"":""16872.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN27724665"",""sra_study"":""SRP379375"",""assay_type"":""RNA-Seq"",""avgspotlen"":""302.0"",""bioproject"":""PRJNA830453"",""experiment"":""SRX15657709"",""insertsize"":""NA"",""instrument"":""Illumina HiSeq 4000"",""sample_acc"":""SRS13356555"",""center_name"":""LHC, CCR, NATIONAL CANCER INSTITUE"",""releasedate"":""2022-06-10 00:00:00 UTC"",""geo_loc_name"":""[LHC, CCR, NATIONAL CANCER INSTITUE]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""LHC, CCR, NATIONAL CANCER INSTITUE"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""geocoding_status"":""queued"",""libraryselection"":""cDNA"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[LHC, CCR, NATIONAL CANCER INSTITUE]"",""geo_loc_name_country_continent_calc"":""NA"",""latitude"":28.6866215,""longitude"":77.3088183,""geocoding_provider"":""nominatim""}",,0-273=266,
exon_2,sra-logan-chunks-pex2,274,1,255,274,SRR22985007,"Homo sapiens","[FUDAN UNIVERSITY SHANGHAI CANCER CENTER]",SAMN32597891,PRJNA918591,"POLE-mutant/TMB-UH_3, CZ2101265S",RNA-Seq,"{""acc"":""SRR22985007"",""taxid"":""9606.0"",""title"":""POLE-mutant/TMB-UH_3, CZ2101265S"",""access"":""public"",""mbases"":""24125.0"",""mbytes"":""7323.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN32597891"",""sra_study"":""SRP415945"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA918591"",""experiment"":""SRX18941214"",""insertsize"":""NA"",""instrument"":""Illumina NovaSeq 6000"",""sample_acc"":""SRS16366015"",""center_name"":""FUDAN UNIVERSITY SHANGHAI CANCER CENTER"",""releasedate"":""2023-01-10 00:00:00 UTC"",""superkingdom"":""Eukaryota"",""geocoded_from"":""FUDAN UNIVERSITY SHANGHAI CANCER CENTER"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""geocoding_status"":""queued"",""libraryselection"":""cDNA"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""geo_loc_name_country_continent_calc"":""NA"",""geo_loc_name"":null}",,0-2=148:3-6=150:7=155:8-9=160:10-11=163:12-15=169:16-22=170:23=175:24-26=185:27-32=190:33=200:34-36=210:37-40=224:41-45=230:46-53=139:54-60=140:61-63=148:64-68=150:69-75=149:76=140:77-239=255:240-241=250:242=245:243-245=238:246-249=230:250-251=220:252-255=214:256=210:257-258=208:259-260=198:261=195:262-268=189:269-270=178:271-272=170:273=175,
exon_2,sra-logan-chunks-pex2,274,1,255,274,SRR22985006,"Homo sapiens","[FUDAN UNIVERSITY SHANGHAI CANCER CENTER]",SAMN32597890,PRJNA918591,"POLE-mutant/TMB-UH_4, C2000825S",RNA-Seq,"{""acc"":""SRR22985006"",""taxid"":""9606.0"",""title"":""POLE-mutant/TMB-UH_4, C2000825S"",""access"":""public"",""mbases"":""26853.0"",""mbytes"":""8129.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN32597890"",""sra_study"":""SRP415945"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA918591"",""experiment"":""SRX18941215"",""insertsize"":""NA"",""instrument"":""Illumina NovaSeq 6000"",""sample_acc"":""SRS16366016"",""center_name"":""FUDAN UNIVERSITY SHANGHAI CANCER CENTER"",""releasedate"":""2023-01-10 00:00:00 UTC"",""superkingdom"":""Eukaryota"",""geocoded_from"":""FUDAN UNIVERSITY SHANGHAI CANCER CENTER"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""geocoding_status"":""queued"",""libraryselection"":""cDNA"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""geo_loc_name_country_continent_calc"":""NA"",""geo_loc_name"":null}",,0-5=155:6=165:7=170:8-11=179:12=185:13-14=190:15=195:16-18=200:19-22=209:23-24=220:25=225:26-29=235:30-34=230:35-36=233:37=240:38-40=248:41=250:42-45=255:46-47=140:48-51=143:52=140:53-68=150:69-74=156:75-76=150:77-241=255:242-251=250:252-253=248:254-255=243:256-260=250:261-262=243:263=240:264-267=230:268=225:269-270=228:271-273=229,
exon_2,sra-logan-chunks-pex2,274,1,255,274,SRR13854298,"Homo sapiens","[WEST CHINA HOSPITAL SICHUAN UNIVERSITY]",SAMN17853304,PRJNA701236,"Human sample from Homo sapiens",RNA-Seq,"{""acc"":""SRR13854298"",""taxid"":""9606.0"",""title"":""Human sample from Homo sapiens"",""access"":""public"",""mbases"":""45134.0"",""mbytes"":""13734.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":30.6440315,""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN17853304"",""longitude"":104.0576643,""sra_study"":""SRP309203"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA701236"",""experiment"":""SRX10235703"",""insertsize"":""NA"",""instrument"":""HiSeq X Ten"",""sample_acc"":""SRS8377375"",""center_name"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""releasedate"":""2021-07-23 00:00:00 UTC"",""superkingdom"":""Eukaryota"",""geocoded_from"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""PCR"",""geocoding_provider"":""nominatim"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""geo_loc_name_country_continent_calc"":""NA"",""geo_loc_name"":null}",,0-6=16:7=55:8-11=69:12-23=84:24-26=93:27-34=101:35-44=122:45=135:46-52=85:53-54=95:55-60=103:61=110:62-65=119:66=125:67-68=130:69=135:70-75=143:76=155:77-258=255:259-261=248:262-267=239:268=225:269-273=216,
exon_2,sra-logan-chunks-pex2,274,1,255,274,SRR13854297,"Homo sapiens","[WEST CHINA HOSPITAL SICHUAN UNIVERSITY]",SAMN17853304,PRJNA701236,"Human sample from Homo sapiens",RNA-Seq,"{""acc"":""SRR13854297"",""taxid"":""9606.0"",""title"":""Human sample from Homo sapiens"",""access"":""public"",""mbases"":""52053.0"",""mbytes"":""15533.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":30.6440315,""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN17853304"",""longitude"":104.0576643,""sra_study"":""SRP309203"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA701236"",""experiment"":""SRX10235704"",""insertsize"":""NA"",""instrument"":""HiSeq X Ten"",""sample_acc"":""SRS8377375"",""center_name"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""releasedate"":""2021-07-23 00:00:00 UTC"",""superkingdom"":""Eukaryota"",""geocoded_from"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""PCR"",""geocoding_provider"":""nominatim"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""geo_loc_name_country_continent_calc"":""NA"",""geo_loc_name"":null}",,0-7=134:8-12=176:13-22=210:23=225:24=235:25-26=248:27-31=252:32-45=255:46-49=160:50=165:51-52=178:53-58=186:59-61=192:62-63=200:64-67=204:68-69=220:70-76=229:77-255=255:256-258=250:259-261=240:262=230:263=225:264-268=218:269-270=208:271-273=200,
exon_2,sra-logan-chunks-pex2,274,1,255,274,SRR13854308,"Homo sapiens","[WEST CHINA HOSPITAL SICHUAN UNIVERSITY]",SAMN17853304,PRJNA701236,"Human sample from Homo sapiens",RNA-Seq,"{""acc"":""SRR13854308"",""taxid"":""9606.0"",""title"":""Human sample from Homo sapiens"",""access"":""public"",""mbases"":""56851.0"",""mbytes"":""17470.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":30.6440315,""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN17853304"",""longitude"":104.0576643,""sra_study"":""SRP309203"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA701236"",""experiment"":""SRX10235693"",""insertsize"":""NA"",""instrument"":""HiSeq X Ten"",""sample_acc"":""SRS8377375"",""center_name"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""releasedate"":""2021-07-23 00:00:00 UTC"",""superkingdom"":""Eukaryota"",""geocoded_from"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""PCR"",""geocoding_provider"":""nominatim"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""geo_loc_name_country_continent_calc"":""NA"",""geo_loc_name"":null}",,0-3=213:4=220:5=225:6=235:7=245:8-45=255:46=245:47-49=250:50-273=255,
