Query Sequence,Database,Score,Normalized Score,Median Abundance,# k-mers,Sample ID,Organism,Location,BioSample,BioProject,Project Title,Assay Type,Enrichment Data,K-mer Coordinates,K-mer Abundances,Presence Mask
exon_3,sra-logan-chunks-pex2,807,1,1225,807,SRR13854295,"Homo sapiens","[WEST CHINA HOSPITAL SICHUAN UNIVERSITY]",SAMN17853304,PRJNA701236,"Human sample from Homo sapiens",RNA-Seq,"{""acc"":""SRR13854295"",""taxid"":""9606.0"",""title"":""Human sample from Homo sapiens"",""access"":""public"",""mbases"":""67927.0"",""mbytes"":""20889.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":30.6440315,""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN17853304"",""longitude"":104.0576643,""sra_study"":""SRP309203"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA701236"",""experiment"":""SRX10235706"",""insertsize"":""NA"",""instrument"":""HiSeq X Ten"",""sample_acc"":""SRS8377375"",""center_name"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""releasedate"":""2021-07-23 00:00:00 UTC"",""superkingdom"":""Eukaryota"",""geocoded_from"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""PCR"",""geocoding_provider"":""nominatim"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""geo_loc_name_country_continent_calc"":""NA"",""geo_loc_name"":null}",,0-15=244:16-21=608:22=650:23=700:24-37=875:38-53=1250:54-57=1300:58-63=1350:64-72=1494:73-75=1517:76-80=1570:81-86=1608:87-89=1700:90-92=1750:93-96=1838:97-99=1950:100-109=1995:110-113=1950:114-127=2000:128-143=1881:144=1750:145=1700:146-177=1489:178-184=1336:185-200=1238:201-203=1200:204-217=1182:218-231=1100:232=1050:233-265=888:266-269=688:270-320=467:321-329=249:330-429=219:430-467=584:468-492=1070:493-510=1542:511-525=1697:526-544=1805:545-548=1788:549-559=1641:560-571=1600:572-585=1507:586-600=1303:601=1200:602-605=1213:606-608=1233:609-610=1225:611=1200:612-619=1188:620=1200:621-633=1231:634-643=1315:644=1300:645-647=1433:648-659=1492:660-670=1518:671=1650:672=1700:673-680=1644:681-683=1683:684-696=1735:697-698=1800:699-702=1788:703-706=1700:707-712=1608:713-716=1500:717-722=1442:723=1400:724-729=1358:730-733=1300:734-739=1242:740-783=1200:784-793=1230:794=1200:795-806=1197,
exon_3,sra-logan-chunks-pex2,807,1,1225,807,SRR13854295,"Homo sapiens","[WEST CHINA HOSPITAL SICHUAN UNIVERSITY]",SAMN17853304,PRJNA701236,"Human sample from Homo sapiens",RNA-Seq,"{""acc"":""SRR13854295"",""taxid"":""9606.0"",""title"":""Human sample from Homo sapiens"",""access"":""public"",""mbases"":""67927.0"",""mbytes"":""20889.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":30.6440315,""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN17853304"",""longitude"":104.0576643,""sra_study"":""SRP309203"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA701236"",""experiment"":""SRX10235706"",""insertsize"":""NA"",""instrument"":""HiSeq X Ten"",""sample_acc"":""SRS8377375"",""center_name"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""releasedate"":""2021-07-23 00:00:00 UTC"",""superkingdom"":""Eukaryota"",""geocoded_from"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""PCR"",""geocoding_provider"":""nominatim"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""geo_loc_name_country_continent_calc"":""NA"",""geo_loc_name"":null}",,0-15=244:16-21=608:22=650:23=700:24-37=875:38-53=1250:54-57=1300:58-63=1350:64-72=1494:73-75=1517:76-80=1570:81-86=1608:87-89=1700:90-92=1750:93-96=1838:97-99=1950:100-109=1995:110-113=1950:114-127=2000:128-143=1881:144=1750:145=1700:146-177=1489:178-184=1336:185-200=1238:201-203=1200:204-217=1182:218-231=1100:232=1050:233-265=888:266-269=688:270-320=467:321-329=249:330-429=219:430-467=584:468-492=1070:493-510=1542:511-525=1697:526-544=1805:545-548=1788:549-559=1641:560-571=1600:572-585=1507:586-600=1303:601=1200:602-605=1213:606-608=1233:609-610=1225:611=1200:612-619=1188:620=1200:621-633=1231:634-643=1315:644=1300:645-647=1433:648-659=1492:660-670=1518:671=1650:672=1700:673-680=1644:681-683=1683:684-696=1735:697-698=1800:699-702=1788:703-706=1700:707-712=1608:713-716=1500:717-722=1442:723=1400:724-729=1358:730-733=1300:734-739=1242:740-783=1200:784-793=1230:794=1200:795-806=1197,
exon_3,sra-logan-chunks-pex2,807,1,1086,807,SRR13854314,"Homo sapiens","[WEST CHINA HOSPITAL SICHUAN UNIVERSITY]",SAMN17853304,PRJNA701236,"Human sample from Homo sapiens",RNA-Seq,"{""acc"":""SRR13854314"",""taxid"":""9606.0"",""title"":""Human sample from Homo sapiens"",""access"":""public"",""mbases"":""60525.0"",""mbytes"":""18589.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":30.6440315,""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN17853304"",""longitude"":104.0576643,""sra_study"":""SRP309203"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA701236"",""experiment"":""SRX10235687"",""insertsize"":""NA"",""instrument"":""HiSeq X Ten"",""sample_acc"":""SRS8377375"",""center_name"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""releasedate"":""2021-07-23 00:00:00 UTC"",""superkingdom"":""Eukaryota"",""geocoded_from"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""PCR"",""geocoding_provider"":""nominatim"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""geo_loc_name_country_continent_calc"":""NA"",""geo_loc_name"":null}",,0-15=453:16-21=592:22=600:23=650:24-38=807:39-52=1075:53-58=1175:59-71=1188:72=1250:73-86=1350:87-88=1475:89-91=1500:92-95=1513:96-99=1600:100-111=1596:112-114=1583:115=1600:116-136=1576:137-144=1481:145=1400:146-160=1330:161-177=1200:178-180=1150:181-202=1086:203=1100:204=1050:205-219=1047:220-232=1000:233-249=897:250-252=767:253-264=738:265-419=286:420-467=528:468-475=806:476-492=959:493=1150:494-498=1240:499-500=1300:501-525=1432:526-548=1589:549-560=1529:561-612=1369:613-619=1129:620-621=1100:622-648=1150:649-660=1275:661-672=1300:673-686=1375:687-702=1422:703-706=1475:707-709=1383:710-715=1300:716-721=1275:722-747=1119:748-756=1000:757-776=993:777-788=1029:789-793=1050:794-806=1000,
exon_3,sra-logan-chunks-pex2,807,1,1086,807,SRR13854314,"Homo sapiens","[WEST CHINA HOSPITAL SICHUAN UNIVERSITY]",SAMN17853304,PRJNA701236,"Human sample from Homo sapiens",RNA-Seq,"{""acc"":""SRR13854314"",""taxid"":""9606.0"",""title"":""Human sample from Homo sapiens"",""access"":""public"",""mbases"":""60525.0"",""mbytes"":""18589.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":30.6440315,""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN17853304"",""longitude"":104.0576643,""sra_study"":""SRP309203"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA701236"",""experiment"":""SRX10235687"",""insertsize"":""NA"",""instrument"":""HiSeq X Ten"",""sample_acc"":""SRS8377375"",""center_name"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""releasedate"":""2021-07-23 00:00:00 UTC"",""superkingdom"":""Eukaryota"",""geocoded_from"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""PCR"",""geocoding_provider"":""nominatim"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""geo_loc_name_country_continent_calc"":""NA"",""geo_loc_name"":null}",,0-15=453:16-21=592:22=600:23=650:24-38=807:39-52=1075:53-58=1175:59-71=1188:72=1250:73-86=1350:87-88=1475:89-91=1500:92-95=1513:96-99=1600:100-111=1596:112-114=1583:115=1600:116-136=1576:137-144=1481:145=1400:146-160=1330:161-177=1200:178-180=1150:181-202=1086:203=1100:204=1050:205-219=1047:220-232=1000:233-249=897:250-252=767:253-264=738:265-419=286:420-467=528:468-475=806:476-492=959:493=1150:494-498=1240:499-500=1300:501-525=1432:526-548=1589:549-560=1529:561-612=1369:613-619=1129:620-621=1100:622-648=1150:649-660=1275:661-672=1300:673-686=1375:687-702=1422:703-706=1475:707-709=1383:710-715=1300:716-721=1275:722-747=1119:748-756=1000:757-776=993:777-788=1029:789-793=1050:794-806=1000,
exon_3,sra-logan-chunks-pex2,807,1,1016,807,SRR19604504,"Homo sapiens","[LHC, CCR, NATIONAL CANCER INSTITUE]",SAMN27724669,PRJNA830453,1507300434T,RNA-Seq,"{""acc"":""SRR19604504"",""taxid"":""9606.0"",""title"":""1507300434T"",""access"":""public"",""mbases"":""56093.0"",""mbytes"":""17017.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN27724669"",""sra_study"":""SRP379375"",""assay_type"":""RNA-Seq"",""avgspotlen"":""302.0"",""bioproject"":""PRJNA830453"",""experiment"":""SRX15657705"",""insertsize"":""NA"",""instrument"":""Illumina HiSeq 4000"",""sample_acc"":""SRS13356552"",""center_name"":""LHC, CCR, NATIONAL CANCER INSTITUE"",""releasedate"":""2022-06-10 00:00:00 UTC"",""geo_loc_name"":""[LHC, CCR, NATIONAL CANCER INSTITUE]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""LHC, CCR, NATIONAL CANCER INSTITUE"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""geocoding_status"":""queued"",""libraryselection"":""cDNA"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[LHC, CCR, NATIONAL CANCER INSTITUE]"",""geo_loc_name_country_continent_calc"":""NA"",""latitude"":28.6866215,""longitude"":77.3088183,""geocoding_provider"":""nominatim""}",,0-806=1016,
exon_3,sra-logan-chunks-pex2,807,1,1016,807,SRR19604504,"Homo sapiens","[LHC, CCR, NATIONAL CANCER INSTITUE]",SAMN27724669,PRJNA830453,1507300434T,RNA-Seq,"{""acc"":""SRR19604504"",""taxid"":""9606.0"",""title"":""1507300434T"",""access"":""public"",""mbases"":""56093.0"",""mbytes"":""17017.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN27724669"",""sra_study"":""SRP379375"",""assay_type"":""RNA-Seq"",""avgspotlen"":""302.0"",""bioproject"":""PRJNA830453"",""experiment"":""SRX15657705"",""insertsize"":""NA"",""instrument"":""Illumina HiSeq 4000"",""sample_acc"":""SRS13356552"",""center_name"":""LHC, CCR, NATIONAL CANCER INSTITUE"",""releasedate"":""2022-06-10 00:00:00 UTC"",""geo_loc_name"":""[LHC, CCR, NATIONAL CANCER INSTITUE]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""LHC, CCR, NATIONAL CANCER INSTITUE"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""geocoding_status"":""queued"",""libraryselection"":""cDNA"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[LHC, CCR, NATIONAL CANCER INSTITUE]"",""geo_loc_name_country_continent_calc"":""NA"",""latitude"":28.6866215,""longitude"":77.3088183,""geocoding_provider"":""nominatim""}",,0-806=1016,
exon_3,sra-logan-chunks-pex2,807,1,1000,807,SRR13854307,"Homo sapiens","[WEST CHINA HOSPITAL SICHUAN UNIVERSITY]",SAMN17853304,PRJNA701236,"Human sample from Homo sapiens",RNA-Seq,"{""acc"":""SRR13854307"",""taxid"":""9606.0"",""title"":""Human sample from Homo sapiens"",""access"":""public"",""mbases"":""63306.0"",""mbytes"":""19644.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":30.6440315,""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN17853304"",""longitude"":104.0576643,""sra_study"":""SRP309203"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA701236"",""experiment"":""SRX10235694"",""insertsize"":""NA"",""instrument"":""HiSeq X Ten"",""sample_acc"":""SRS8377375"",""center_name"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""releasedate"":""2021-07-23 00:00:00 UTC"",""superkingdom"":""Eukaryota"",""geocoded_from"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""PCR"",""geocoding_provider"":""nominatim"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""geo_loc_name_country_continent_calc"":""NA"",""geo_loc_name"":null}",,0-22=268:23-24=600:25-52=882:53=1100:54-63=1115:64-75=1225:76-91=1300:92-94=1383:95-98=1488:99-109=1509:110-115=1500:116-127=1488:128-130=1417:131-135=1400:136-144=1383:145-160=1191:161=1100:162-175=1054:176-181=1000:182-194=962:195-203=994:204-232=1000:233-248=906:249=800:250-265=722:266-268=583:269=550:270-454=226:455-467=515:468-471=625:472-488=729:489=850:490-494=920:495-523=1103:524-525=1125:526-530=1200:531-543=1250:544-548=1300:549-568=1270:569-580=1225:581-586=1175:587-590=1100:591-595=1050:596-611=963:612=900:613-618=950:619-632=982:633-643=1077:644-645=1075:646-647=1175:648-670=1200:671-684=1246:685-691=1300:692-706=1330:707-715=1228:716-740=1162:741=1100:742-749=1081:750-767=1033:768=1000:769-776=1100:777-782=1108:783-803=1202:804-806=1200,
exon_3,sra-logan-chunks-pex2,807,1,1000,807,SRR13854307,"Homo sapiens","[WEST CHINA HOSPITAL SICHUAN UNIVERSITY]",SAMN17853304,PRJNA701236,"Human sample from Homo sapiens",RNA-Seq,"{""acc"":""SRR13854307"",""taxid"":""9606.0"",""title"":""Human sample from Homo sapiens"",""access"":""public"",""mbases"":""63306.0"",""mbytes"":""19644.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":30.6440315,""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN17853304"",""longitude"":104.0576643,""sra_study"":""SRP309203"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA701236"",""experiment"":""SRX10235694"",""insertsize"":""NA"",""instrument"":""HiSeq X Ten"",""sample_acc"":""SRS8377375"",""center_name"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""releasedate"":""2021-07-23 00:00:00 UTC"",""superkingdom"":""Eukaryota"",""geocoded_from"":""WEST CHINA HOSPITAL SICHUAN UNIVERSITY"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""PCR"",""geocoding_provider"":""nominatim"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""geo_loc_name_country_continent_calc"":""NA"",""geo_loc_name"":null}",,0-22=268:23-24=600:25-52=882:53=1100:54-63=1115:64-75=1225:76-91=1300:92-94=1383:95-98=1488:99-109=1509:110-115=1500:116-127=1488:128-130=1417:131-135=1400:136-144=1383:145-160=1191:161=1100:162-175=1054:176-181=1000:182-194=962:195-203=994:204-232=1000:233-248=906:249=800:250-265=722:266-268=583:269=550:270-454=226:455-467=515:468-471=625:472-488=729:489=850:490-494=920:495-523=1103:524-525=1125:526-530=1200:531-543=1250:544-548=1300:549-568=1270:569-580=1225:581-586=1175:587-590=1100:591-595=1050:596-611=963:612=900:613-618=950:619-632=982:633-643=1077:644-645=1075:646-647=1175:648-670=1200:671-684=1246:685-691=1300:692-706=1330:707-715=1228:716-740=1162:741=1100:742-749=1081:750-767=1033:768=1000:769-776=1100:777-782=1108:783-803=1202:804-806=1200,
exon_3,sra-logan-chunks-pex2,807,1,974,807,SRR12066653,"Homo sapiens",[GEO],SAMN15339880,PRJNA641020,"Patient 4 RCC single-cell RNA-seq",RNA-Seq,"{""acc"":""SRR12066653"",""taxid"":""9606.0"",""title"":""Patient 4 RCC single-cell RNA-seq"",""access"":""public"",""mbases"":""52219.0"",""mbytes"":""15598.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":44.4745645,""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN15339880"",""longitude"":8.8861313,""sra_study"":""SRP268262"",""assay_type"":""RNA-Seq"",""avgspotlen"":""179.0"",""bioproject"":""PRJNA641020"",""experiment"":""SRX8594473"",""insertsize"":""NA"",""instrument"":""HiSeq X Ten"",""sample_acc"":""SRS6885099"",""center_name"":""GEO"",""releasedate"":""2021-10-05 00:00:00 UTC"",""geo_loc_name"":""[GEO]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""[GEO]"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""cDNA"",""geocoding_provider"":""nominatim"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[GEO]"",""geo_loc_name_country_continent_calc"":""NA""}",,0-806=974,
exon_3,sra-logan-chunks-pex2,807,1,974,807,SRR12066653,"Homo sapiens",[GEO],SAMN15339880,PRJNA641020,"Patient 4 RCC single-cell RNA-seq",RNA-Seq,"{""acc"":""SRR12066653"",""taxid"":""9606.0"",""title"":""Patient 4 RCC single-cell RNA-seq"",""access"":""public"",""mbases"":""52219.0"",""mbytes"":""15598.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":44.4745645,""organism"":""Homo sapiens"",""platform"":""ILLUMINA"",""biosample"":""SAMN15339880"",""longitude"":8.8861313,""sra_study"":""SRP268262"",""assay_type"":""RNA-Seq"",""avgspotlen"":""179.0"",""bioproject"":""PRJNA641020"",""experiment"":""SRX8594473"",""insertsize"":""NA"",""instrument"":""HiSeq X Ten"",""sample_acc"":""SRS6885099"",""center_name"":""GEO"",""releasedate"":""2021-10-05 00:00:00 UTC"",""geo_loc_name"":""[GEO]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""[GEO]"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""cDNA"",""geocoding_provider"":""nominatim"",""metagraph_category"":""homo_sapiens"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[GEO]"",""geo_loc_name_country_continent_calc"":""NA""}",,0-806=974,
