exon_1	NC_046286.1	83.408	223	37	0	1	223	67759106	67759328	4.37e-60	236
exon_2	NC_046286.1	89.172	157	17	0	1	157	67759625	67759781	1.40e-51	207
exon_3	NC_046286.1	95.968	124	5	0	1	124	67762551	67762674	4.41e-50	202
exon_4	NC_046286.1	93.548	62	4	0	1	62	67764394	67764455	1.71e-18	95.1
exon_5	NC_046286.1	96.154	78	3	0	1	78	67775827	67775904	4.16e-28	128
exon_6	NC_046286.1	100.000	28	0	0	1	28	67777035	67777062	1.61e-06	51.8
exon_7	NC_046286.1	93.519	108	7	0	1	108	67792832	67792939	9.32e-39	164
exon_8	NC_046286.1	94.872	78	4	0	1	78	67796455	67796532	5.07e-27	123
exon_9	NC_046286.1	94.737	114	6	0	1	114	67796647	67796760	1.30e-43	179
exon_10	NC_046286.1	100.000	50	0	0	1	50	67798922	67798971	1.35e-17	91.5
exon_11	NC_046286.1	97.500	160	4	0	1	160	67801169	67801328	4.11e-71	271
exon_12	NC_046286.1	90.345	145	14	0	1	145	67802277	67802421	1.88e-49	199
exon_13	NC_046286.1	96.364	110	4	0	1	110	67805004	67805113	3.56e-44	181
exon_14	NC_046286.1	93.220	118	8	0	1	118	67806752	67806869	4.71e-43	178
exon_15	NC_046286.1	97.561	123	3	0	1	123	67808337	67808459	2.94e-52	209
exon_16	NC_046286.1	87.923	207	25	0	1	207	67809143	67809349	1.01e-67	261
exon_17	NC_046286.1	89.084	513	56	0	1	513	67810625	67811137	0.0	673
exon_18	NC_046286.1	90.385	208	20	0	1	208	67811955	67812162	2.63e-75	286
exon_19	NC_046286.1	91.954	174	14	0	3	176	67814556	67814729	4.32e-65	251
