model,branch_set,hit_class,rate,run_type,replicate
alternative,reference,2H,0.0,SRV+Double,1
alternative,test,2H,0.0632,SRV+Double,1
null,reference,2H,0.0,SRV+Double,1
null,test,2H,0.0878,SRV+Double,1
null,test,2H,0.0,SRV+Double,1
alternative,reference,2H,0.0,SRV+Double,2
alternative,test,2H,0.059,SRV+Double,2
null,reference,2H,0.0,SRV+Double,2
null,test,2H,0.0879,SRV+Double,2
null,test,2H,0.0,SRV+Double,2
alternative,reference,2H,0.0,SRV+Double,3
alternative,test,2H,0.0625,SRV+Double,3
null,reference,2H,0.0,SRV+Double,3
null,test,2H,0.0881,SRV+Double,3
null,test,2H,0.0,SRV+Double,3
alternative,reference,2H,0.0,SRV+Double,4
alternative,test,2H,0.063,SRV+Double,4
null,reference,2H,0.0,SRV+Double,4
null,test,2H,0.0883,SRV+Double,4
null,test,2H,0.0,SRV+Double,4
alternative,reference,2H,0.0,SRV+Double,5
alternative,test,2H,0.0634,SRV+Double,5
null,reference,2H,0.0,SRV+Double,5
null,test,2H,0.0883,SRV+Double,5
null,test,2H,0.0,SRV+Double,5
alternative,reference,2H,0.0,SRV+Double,6
alternative,test,2H,0.0626,SRV+Double,6
null,reference,2H,0.0,SRV+Double,6
null,test,2H,0.0882,SRV+Double,6
null,test,2H,0.0,SRV+Double,6
alternative,reference,2H,0.0,SRV+Double,7
alternative,test,2H,0.0629,SRV+Double,7
null,reference,2H,0.0,SRV+Double,7
null,test,2H,0.089,SRV+Double,7
null,test,2H,0.0,SRV+Double,7
alternative,reference,2H,0.0,SRV+Double,8
alternative,test,2H,0.0621,SRV+Double,8
null,reference,2H,0.0,SRV+Double,8
null,test,2H,0.0881,SRV+Double,8
null,test,2H,0.0,SRV+Double,8
alternative,reference,2H,0.0,SRV+Double,9
alternative,test,2H,0.063,SRV+Double,9
null,reference,2H,0.0,SRV+Double,9
null,test,2H,0.0884,SRV+Double,9
null,test,2H,0.0,SRV+Double,9
alternative,reference,2H,0.0,SRV+Double,10
alternative,test,2H,0.0624,SRV+Double,10
null,reference,2H,0.0,SRV+Double,10
null,test,2H,0.088,SRV+Double,10
null,test,2H,0.0,SRV+Double,10
alternative,reference,2H,0.0105,SRV+Double+Triple,1
alternative,reference,2H,0.0,SRV+Double+Triple,1
alternative,reference,3H,0.0,SRV+Double+Triple,1
alternative,test,2H,0.0626,SRV+Double+Triple,1
alternative,test,3H,0.0,SRV+Double+Triple,1
null,reference,2H,0.0,SRV+Double+Triple,1
null,reference,3H,0.0,SRV+Double+Triple,1
null,test,2H,0.0883,SRV+Double+Triple,1
null,test,2H,0.0,SRV+Double+Triple,1
null,test,3H,0.0,SRV+Double+Triple,1
alternative,reference,2H,0.0,SRV+Double+Triple,2
alternative,reference,3H,0.0,SRV+Double+Triple,2
alternative,test,2H,0.0617,SRV+Double+Triple,2
alternative,test,3H,0.0,SRV+Double+Triple,2
null,reference,2H,0.0,SRV+Double+Triple,2
null,reference,3H,0.0,SRV+Double+Triple,2
null,test,2H,0.0872,SRV+Double+Triple,2
null,test,2H,0.0,SRV+Double+Triple,2
null,test,3H,0.0,SRV+Double+Triple,2
alternative,reference,2H,0.0,SRV+Double+Triple,3
alternative,reference,3H,0.0,SRV+Double+Triple,3
alternative,test,2H,0.0626,SRV+Double+Triple,3
alternative,test,3H,0.0,SRV+Double+Triple,3
null,reference,2H,0.0,SRV+Double+Triple,3
null,reference,3H,0.0,SRV+Double+Triple,3
null,test,2H,0.0883,SRV+Double+Triple,3
null,test,2H,0.0,SRV+Double+Triple,3
null,test,3H,0.0,SRV+Double+Triple,3
alternative,reference,2H,0.0,SRV+Double+Triple,4
alternative,reference,3H,0.0,SRV+Double+Triple,4
alternative,test,2H,0.0627,SRV+Double+Triple,4
alternative,test,3H,0.0,SRV+Double+Triple,4
null,reference,2H,0.0,SRV+Double+Triple,4
null,reference,3H,0.0,SRV+Double+Triple,4
null,test,2H,0.088,SRV+Double+Triple,4
null,test,2H,0.0,SRV+Double+Triple,4
null,test,3H,0.0,SRV+Double+Triple,4
alternative,reference,2H,0.0,SRV+Double+Triple,5
alternative,reference,3H,0.0,SRV+Double+Triple,5
alternative,test,2H,0.0631,SRV+Double+Triple,5
alternative,test,3H,0.0,SRV+Double+Triple,5
null,reference,2H,0.0,SRV+Double+Triple,5
null,reference,3H,0.0,SRV+Double+Triple,5
null,test,2H,0.0882,SRV+Double+Triple,5
null,test,2H,0.0,SRV+Double+Triple,5
null,test,3H,0.0,SRV+Double+Triple,5
alternative,reference,2H,0.0,SRV+Double+Triple,6
alternative,reference,3H,0.0,SRV+Double+Triple,6
alternative,test,2H,0.0625,SRV+Double+Triple,6
alternative,test,3H,0.0,SRV+Double+Triple,6
null,reference,2H,0.0,SRV+Double+Triple,6
null,reference,3H,0.0,SRV+Double+Triple,6
null,test,2H,0.0879,SRV+Double+Triple,6
null,test,2H,0.0,SRV+Double+Triple,6
null,test,3H,0.0,SRV+Double+Triple,6
alternative,reference,2H,0.0,SRV+Double+Triple,7
alternative,reference,3H,0.0,SRV+Double+Triple,7
alternative,test,2H,0.0623,SRV+Double+Triple,7
alternative,test,3H,0.0,SRV+Double+Triple,7
null,reference,2H,0.0,SRV+Double+Triple,7
null,reference,3H,0.0,SRV+Double+Triple,7
null,test,2H,0.0881,SRV+Double+Triple,7
null,test,2H,0.0,SRV+Double+Triple,7
null,test,3H,0.0,SRV+Double+Triple,7
alternative,reference,2H,0.0081,SRV+Double+Triple,8
alternative,reference,2H,0.0,SRV+Double+Triple,8
alternative,reference,3H,0.0,SRV+Double+Triple,8
alternative,test,2H,0.0631,SRV+Double+Triple,8
alternative,test,3H,0.0,SRV+Double+Triple,8
null,reference,2H,0.0,SRV+Double+Triple,8
null,reference,3H,0.0,SRV+Double+Triple,8
null,test,2H,0.0883,SRV+Double+Triple,8
null,test,2H,0.0,SRV+Double+Triple,8
null,test,3H,0.0,SRV+Double+Triple,8
alternative,reference,2H,0.0,SRV+Double+Triple,9
alternative,reference,3H,0.0,SRV+Double+Triple,9
alternative,test,2H,0.0621,SRV+Double+Triple,9
alternative,test,3H,0.0,SRV+Double+Triple,9
null,reference,2H,0.0,SRV+Double+Triple,9
null,reference,3H,0.0,SRV+Double+Triple,9
null,test,2H,0.0881,SRV+Double+Triple,9
null,test,2H,0.0,SRV+Double+Triple,9
null,test,3H,0.0,SRV+Double+Triple,9
alternative,reference,2H,0.0,SRV+Double+Triple,10
alternative,reference,3H,0.0,SRV+Double+Triple,10
alternative,test,2H,0.0,SRV+Double+Triple,10
alternative,test,3H,0.0,SRV+Double+Triple,10
null,reference,2H,0.0,SRV+Double+Triple,10
null,reference,3H,0.0,SRV+Double+Triple,10
null,test,2H,0.0874,SRV+Double+Triple,10
null,test,2H,0.0,SRV+Double+Triple,10
null,test,3H,0.0,SRV+Double+Triple,10
