exon_2	NT_176418.1	71.975	157	44	0	1	157	72390922	72391078	4.33e-15	86.0
exon_3	NT_176418.1	85.484	124	18	0	1	124	72394441	72394564	1.36e-32	143
exon_4	NT_176418.1	88.710	62	7	0	1	62	72396002	72396063	4.79e-14	81.5
exon_5	NT_176418.1	94.872	78	4	0	1	78	72407151	72407228	6.65e-27	123
exon_7	NT_176418.1	90.741	108	10	0	1	108	72431179	72431286	7.62e-35	150
exon_8	NT_176418.1	91.026	78	7	0	1	78	72434543	72434620	1.47e-22	110
exon_9	NT_176418.1	85.965	114	16	0	1	114	72434723	72434836	6.31e-30	134
exon_10	NT_176418.1	96.000	50	2	0	1	50	72436747	72436796	9.15e-15	82.4
exon_11	NT_176418.1	94.304	158	9	0	3	160	72438968	72439125	7.49e-63	245
exon_12	NT_176418.1	86.207	145	17	1	1	145	72440092	72440233	1.20e-40	170
exon_13	NT_176418.1	87.963	108	13	0	3	110	72441424	72441531	1.72e-30	137
exon_14	NT_176418.1	92.373	118	9	0	1	118	72442453	72442570	2.63e-41	173
exon_15	NT_176418.1	92.562	121	9	0	3	123	72444013	72444133	6.54e-43	178
exon_16	NT_176418.1	83.838	198	32	0	1	198	72444738	72444935	1.72e-53	214
exon_17	NT_176418.1	78.168	513	109	1	1	513	72446267	72446776	6.09e-115	419
exon_18	NT_176418.1	77.725	211	47	0	3	213	72447584	72447794	6.63e-40	169
exon_19	NT_176418.1	87.500	176	22	0	1	176	72449791	72449966	3.33e-55	219
