Query Sequence,Database,Score,Normalized Score,Median Abundance,# k-mers,Sample ID,Organism,Location,BioSample,BioProject,Project Title,Assay Type,Enrichment Data,K-mer Coordinates,K-mer Abundances,Presence Mask
exon_1,sra-logan-chunks-pex1,154,1,29,154,SRR9136452,"Bos taurus",[GEO],SAMN11874437,PRJNA545120,Bull2_RNA_seq_1,RNA-Seq,"{""acc"":""SRR9136452"",""taxid"":""9913.0"",""title"":""Bull2_RNA_seq_1"",""access"":""public"",""mbases"":""19992.0"",""mbytes"":""7372.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":44.4745645,""organism"":""Bos taurus"",""platform"":""ILLUMINA"",""biosample"":""SAMN11874437"",""longitude"":8.8861313,""sra_study"":""SRP199654"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA545120"",""experiment"":""SRX5910201"",""insertsize"":""NA"",""instrument"":""Illumina HiSeq 4000"",""sample_acc"":""SRS4829092"",""center_name"":""GEO"",""releasedate"":""2020-01-02 00:00:00 UTC"",""geo_loc_name"":""[GEO]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""[GEO]"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""cDNA"",""geocoding_provider"":""nominatim"",""metagraph_category"":""metazoa"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[GEO]"",""geo_loc_name_country_continent_calc"":""NA""}",,0-153=29,
exon_1,sra-logan-chunks-pex1,154,1,13,154,SRR9136449,"Bos taurus",[GEO],SAMN11874440,PRJNA545120,Bull1_RNA_seq_1,RNA-Seq,"{""acc"":""SRR9136449"",""taxid"":""9913.0"",""title"":""Bull1_RNA_seq_1"",""access"":""public"",""mbases"":""20362.0"",""mbytes"":""7769.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":44.4745645,""organism"":""Bos taurus"",""platform"":""ILLUMINA"",""biosample"":""SAMN11874440"",""longitude"":8.8861313,""sra_study"":""SRP199654"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA545120"",""experiment"":""SRX5910198"",""insertsize"":""NA"",""instrument"":""Illumina HiSeq 4000"",""sample_acc"":""SRS4829089"",""center_name"":""GEO"",""releasedate"":""2020-01-02 00:00:00 UTC"",""geo_loc_name"":""[GEO]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""[GEO]"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""cDNA"",""geocoding_provider"":""nominatim"",""metagraph_category"":""metazoa"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[GEO]"",""geo_loc_name_country_continent_calc"":""NA""}",,0-153=13,
exon_1,sra-logan-chunks-pex1,154,1,6,154,SRR2927488,"Bos taurus",[GEO],SAMN04240344,PRJNA301141,serum_female_B2,RNA-Seq,"{""acc"":""SRR2927488"",""taxid"":""9913.0"",""title"":""serum_female_B2"",""access"":""public"",""mbases"":""2212.0"",""mbytes"":""1408.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":44.4745645,""organism"":""Bos taurus"",""platform"":""ILLUMINA"",""biosample"":""SAMN04240344"",""longitude"":8.8861313,""sra_study"":""SRP065800"",""assay_type"":""RNA-Seq"",""avgspotlen"":""200.0"",""bioproject"":""PRJNA301141"",""experiment"":""SRX1418085"",""insertsize"":""NA"",""instrument"":""Illumina HiSeq 2000"",""sample_acc"":""SRS1152227"",""center_name"":""GEO"",""releasedate"":""2016-01-28 00:00:00 UTC"",""geo_loc_name"":""[GEO]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""[GEO]"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""cDNA"",""geocoding_provider"":""nominatim"",""metagraph_category"":""metazoa"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[GEO]"",""geo_loc_name_country_continent_calc"":""NA""}",,0-153=6,
exon_1,sra-logan-chunks-pex1,154,1,5,154,SRR9136453,"Bos taurus",[GEO],SAMN11874436,PRJNA545120,Bull2_RNA_seq_2,RNA-Seq,"{""acc"":""SRR9136453"",""taxid"":""9913.0"",""title"":""Bull2_RNA_seq_2"",""access"":""public"",""mbases"":""19161.0"",""mbytes"":""7268.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":44.4745645,""organism"":""Bos taurus"",""platform"":""ILLUMINA"",""biosample"":""SAMN11874436"",""longitude"":8.8861313,""sra_study"":""SRP199654"",""assay_type"":""RNA-Seq"",""avgspotlen"":""300.0"",""bioproject"":""PRJNA545120"",""experiment"":""SRX5910202"",""insertsize"":""NA"",""instrument"":""Illumina HiSeq 4000"",""sample_acc"":""SRS4829093"",""center_name"":""GEO"",""releasedate"":""2020-01-02 00:00:00 UTC"",""geo_loc_name"":""[GEO]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""[GEO]"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""cDNA"",""geocoding_provider"":""nominatim"",""metagraph_category"":""metazoa"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[GEO]"",""geo_loc_name_country_continent_calc"":""NA""}",,0-153=5,
exon_1,sra-logan-chunks-pex1,154,1,5,154,ERR6509763,"Bos taurus","[ETH ZURICH]",SAMEA9540568,PRJEB46995,"testis tissue",RNA-Seq,"{""acc"":""ERR6509763"",""taxid"":""9913.0"",""title"":""testis tissue"",""access"":""public"",""mbases"":""51718.0"",""mbytes"":""15704.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":47.413218,""organism"":""Bos taurus"",""platform"":""ILLUMINA"",""biosample"":""SAMEA9540568"",""longitude"":8.5374914,""sra_study"":""ERP131230"",""assay_type"":""RNA-Seq"",""avgspotlen"":""302.0"",""bioproject"":""PRJEB46995"",""experiment"":""ERX6136648"",""insertsize"":""NA"",""instrument"":""Illumina NovaSeq 6000"",""sample_acc"":""ERS7263339"",""center_name"":""ETH ZURICH"",""releasedate"":""2021-09-27 00:00:00 UTC"",""geo_loc_name"":""[ETH ZURICH]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""[ETH ZURICH]"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""RANDOM"",""geocoding_provider"":""nominatim"",""metagraph_category"":""metazoa"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[ETH ZURICH]"",""geo_loc_name_country_continent_calc"":""NA""}",,0-153=5,
exon_1,sra-logan-chunks-pex1,154,1,4,154,SRR16005354,"Bos taurus",[GEO],SAMN21546960,PRJNA765211,"Rumen papillae, S2502Nr36",RNA-Seq,"{""acc"":""SRR16005354"",""taxid"":""9913.0"",""title"":""Rumen papillae, S2502Nr36"",""access"":""public"",""mbases"":""17415.0"",""mbytes"":""5584.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":44.4745645,""organism"":""Bos taurus"",""platform"":""ILLUMINA"",""biosample"":""SAMN21546960"",""longitude"":8.8861313,""sra_study"":""SRP338190"",""assay_type"":""RNA-Seq"",""avgspotlen"":""196.0"",""bioproject"":""PRJNA765211"",""experiment"":""SRX12293032"",""insertsize"":""NA"",""instrument"":""Illumina NovaSeq 6000"",""sample_acc"":""SRS10266726"",""center_name"":""GEO"",""releasedate"":""2021-09-26 00:00:00 UTC"",""geo_loc_name"":""[GEO]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""[GEO]"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""cDNA"",""geocoding_provider"":""nominatim"",""metagraph_category"":""metazoa"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[GEO]"",""geo_loc_name_country_continent_calc"":""NA""}",,0-153=4,
exon_1,sra-logan-chunks-pex1,154,1,3,154,ERR11530957,"Bos taurus",Switzerland,SAMEA113578974,PRJEB46995,taurine,RNA-Seq,"{""acc"":""ERR11530957"",""taxid"":""9913.0"",""title"":""taurine"",""access"":""public"",""mbases"":""46634.0"",""mbytes"":""13576.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":46.8182,""organism"":""Bos taurus"",""platform"":""ILLUMINA"",""biosample"":""SAMEA113578974"",""longitude"":8.2275,""sra_study"":""ERP131230"",""assay_type"":""RNA-Seq"",""avgspotlen"":""302.0"",""bioproject"":""PRJEB46995"",""experiment"":""ERX10935502"",""insertsize"":""NA"",""instrument"":""Illumina NovaSeq 6000"",""sample_acc"":""ERS15573886"",""center_name"":""ETH ZURICH"",""releasedate"":""2023-09-16 00:00:00 UTC"",""geo_loc_name"":""Switzerland"",""superkingdom"":""Eukaryota"",""geocoded_from"":""Switzerland"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""RANDOM"",""geocoding_provider"":""cached"",""metagraph_category"":""metazoa"",""geo_loc_name_country_calc"":""Switzerland"",""_location_string_for_geocoding"":""Switzerland"",""geo_loc_name_country_continent_calc"":""Europe""}",,0-153=3,
exon_1,sra-logan-chunks-pex1,154,1,3,154,ERR11560054,"Bos taurus",Switzerland,SAMEA113601267,PRJEB46995,taurine,RNA-Seq,"{""acc"":""ERR11560054"",""taxid"":""9913.0"",""title"":""taurine"",""access"":""public"",""mbases"":""44357.0"",""mbytes"":""13128.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":46.8182,""organism"":""Bos taurus"",""platform"":""ILLUMINA"",""biosample"":""SAMEA113601267"",""longitude"":8.2275,""sra_study"":""ERP131230"",""assay_type"":""RNA-Seq"",""avgspotlen"":""302.0"",""bioproject"":""PRJEB46995"",""experiment"":""ERX10964282"",""insertsize"":""NA"",""instrument"":""Illumina NovaSeq 6000"",""sample_acc"":""ERS15595649"",""center_name"":""ETH ZURICH"",""releasedate"":""2023-09-16 00:00:00 UTC"",""geo_loc_name"":""Switzerland"",""superkingdom"":""Eukaryota"",""geocoded_from"":""Switzerland"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""RANDOM"",""geocoding_provider"":""cached"",""metagraph_category"":""metazoa"",""geo_loc_name_country_calc"":""Switzerland"",""_location_string_for_geocoding"":""Switzerland"",""geo_loc_name_country_continent_calc"":""Europe""}",,0-153=3,
exon_1,sra-logan-chunks-pex1,154,1,2,154,ERR11560014,"Bos taurus",Switzerland,SAMEA113601227,PRJEB46995,taurine,RNA-Seq,"{""acc"":""ERR11560014"",""taxid"":""9913.0"",""title"":""taurine"",""access"":""public"",""mbases"":""32084.0"",""mbytes"":""9508.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":46.8182,""organism"":""Bos taurus"",""platform"":""ILLUMINA"",""biosample"":""SAMEA113601227"",""longitude"":8.2275,""sra_study"":""ERP131230"",""assay_type"":""RNA-Seq"",""avgspotlen"":""302.0"",""bioproject"":""PRJEB46995"",""experiment"":""ERX10964242"",""insertsize"":""NA"",""instrument"":""Illumina NovaSeq 6000"",""sample_acc"":""ERS15595609"",""center_name"":""ETH ZURICH"",""releasedate"":""2023-09-16 00:00:00 UTC"",""geo_loc_name"":""Switzerland"",""superkingdom"":""Eukaryota"",""geocoded_from"":""Switzerland"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""RANDOM"",""geocoding_provider"":""cached"",""metagraph_category"":""metazoa"",""geo_loc_name_country_calc"":""Switzerland"",""_location_string_for_geocoding"":""Switzerland"",""geo_loc_name_country_continent_calc"":""Europe""}",,0-153=2,
exon_1,sra-logan-chunks-pex1,153,0.993506,3,153,ERR6509770,"Bos taurus","[ETH ZURICH]",SAMEA9540575,PRJEB46995,"testis tissue",RNA-Seq,"{""acc"":""ERR6509770"",""taxid"":""9913.0"",""title"":""testis tissue"",""access"":""public"",""mbases"":""39070.0"",""mbytes"":""11749.0"",""pubmed"":null,""status"":""live"",""consent"":""public"",""kingdom"":""Metazoa"",""latitude"":47.413218,""organism"":""Bos taurus"",""platform"":""ILLUMINA"",""biosample"":""SAMEA9540575"",""longitude"":8.5374914,""sra_study"":""ERP131230"",""assay_type"":""RNA-Seq"",""avgspotlen"":""302.0"",""bioproject"":""PRJEB46995"",""experiment"":""ERX6136655"",""insertsize"":""NA"",""instrument"":""Illumina NovaSeq 6000"",""sample_acc"":""ERS7263346"",""center_name"":""ETH ZURICH"",""releasedate"":""2021-09-27 00:00:00 UTC"",""geo_loc_name"":""[ETH ZURICH]"",""superkingdom"":""Eukaryota"",""geocoded_from"":""[ETH ZURICH]"",""librarylayout"":""PAIRED"",""librarysource"":""TRANSCRIPTOMIC"",""libraryselection"":""RANDOM"",""geocoding_provider"":""nominatim"",""metagraph_category"":""metazoa"",""geo_loc_name_country_calc"":""NA"",""_location_string_for_geocoding"":""[ETH ZURICH]"",""geo_loc_name_country_continent_calc"":""NA""}",,1-153=3,
