model,branch_set,hit_class,rate,run_type,replicate
alternative,reference,2H,0.0834,SRV+Double,1
alternative,reference,2H,0.0407,SRV+Double,1
alternative,test,2H,0.0,SRV+Double,1
null,reference,2H,0.0387,SRV+Double,1
null,reference,2H,0.0405,SRV+Double,1
null,test,2H,0.0,SRV+Double,1
alternative,reference,2H,0.0831,SRV+Double,2
alternative,reference,2H,0.0403,SRV+Double,2
alternative,test,2H,0.0,SRV+Double,2
null,reference,2H,0.0387,SRV+Double,2
null,reference,2H,0.0406,SRV+Double,2
null,test,2H,0.0,SRV+Double,2
alternative,reference,2H,0.0829,SRV+Double,3
alternative,reference,2H,0.0402,SRV+Double,3
alternative,test,2H,0.0,SRV+Double,3
null,reference,2H,0.0387,SRV+Double,3
null,reference,2H,0.0405,SRV+Double,3
null,test,2H,0.0,SRV+Double,3
alternative,reference,2H,0.0831,SRV+Double,4
alternative,reference,2H,0.0402,SRV+Double,4
alternative,test,2H,0.0,SRV+Double,4
null,reference,2H,0.0387,SRV+Double,4
null,reference,2H,0.0406,SRV+Double,4
null,test,2H,0.0,SRV+Double,4
alternative,reference,2H,0.0829,SRV+Double,5
alternative,reference,2H,0.0404,SRV+Double,5
alternative,test,2H,0.0,SRV+Double,5
null,reference,2H,0.0388,SRV+Double,5
null,reference,2H,0.0404,SRV+Double,5
null,test,2H,0.0,SRV+Double,5
alternative,reference,2H,0.0836,SRV+Double,6
alternative,reference,2H,0.0404,SRV+Double,6
alternative,test,2H,0.0,SRV+Double,6
null,reference,2H,0.0387,SRV+Double,6
null,reference,2H,0.0406,SRV+Double,6
null,test,2H,0.0,SRV+Double,6
alternative,reference,2H,0.0829,SRV+Double,7
alternative,reference,2H,0.0402,SRV+Double,7
alternative,test,2H,0.0,SRV+Double,7
null,reference,2H,0.0386,SRV+Double,7
null,reference,2H,0.0403,SRV+Double,7
null,test,2H,0.0,SRV+Double,7
alternative,reference,2H,0.0835,SRV+Double,8
alternative,reference,2H,0.0402,SRV+Double,8
alternative,test,2H,0.0,SRV+Double,8
null,reference,2H,0.0387,SRV+Double,8
null,reference,2H,0.0406,SRV+Double,8
null,test,2H,0.0,SRV+Double,8
alternative,reference,2H,0.0833,SRV+Double,9
alternative,reference,2H,0.0403,SRV+Double,9
alternative,test,2H,0.0,SRV+Double,9
null,reference,2H,0.0387,SRV+Double,9
null,reference,2H,0.0406,SRV+Double,9
null,test,2H,0.0,SRV+Double,9
alternative,reference,2H,0.0829,SRV+Double,10
alternative,reference,2H,0.0406,SRV+Double,10
alternative,test,2H,0.0,SRV+Double,10
null,reference,2H,0.0387,SRV+Double,10
null,reference,2H,0.0406,SRV+Double,10
null,test,2H,0.0,SRV+Double,10
alternative,reference,2H,0.0736,SRV+Double+Triple,1
alternative,reference,2H,0.0403,SRV+Double+Triple,1
alternative,reference,3H,0.0,SRV+Double+Triple,1
alternative,test,2H,0.0,SRV+Double+Triple,1
