model,branch_set,hit_class,rate,run_type,replicate
alternative,reference,2H,0.1014,SRV+Double,1
alternative,reference,2H,0.0052,SRV+Double,1
alternative,test,2H,0.0,SRV+Double,1
null,reference,2H,0.007,SRV+Double,1
null,reference,2H,0.0064,SRV+Double,1
null,test,2H,0.0,SRV+Double,1
alternative,reference,2H,0.0913,SRV+Double,2
alternative,reference,2H,0.004,SRV+Double,2
alternative,test,2H,0.0,SRV+Double,2
null,reference,2H,0.006,SRV+Double,2
null,reference,2H,0.0043,SRV+Double,2
null,test,2H,0.0,SRV+Double,2
alternative,reference,2H,0.086,SRV+Double,3
alternative,reference,2H,0.0039,SRV+Double,3
alternative,test,2H,0.0,SRV+Double,3
null,reference,2H,0.0049,SRV+Double,3
null,reference,2H,0.0039,SRV+Double,3
null,test,2H,0.0,SRV+Double,3
alternative,reference,2H,0.1325,SRV+Double,4
alternative,reference,2H,0.0031,SRV+Double,4
alternative,test,2H,0.0,SRV+Double,4
null,reference,2H,0.0074,SRV+Double,4
null,reference,2H,0.0062,SRV+Double,4
null,test,2H,0.0,SRV+Double,4
alternative,reference,2H,0.0925,SRV+Double,5
alternative,reference,2H,0.0077,SRV+Double,5
alternative,test,2H,0.0,SRV+Double,5
null,reference,2H,0.0054,SRV+Double,5
null,reference,2H,0.0028,SRV+Double,5
null,test,2H,0.0,SRV+Double,5
alternative,reference,2H,0.0932,SRV+Double,6
alternative,reference,2H,0.0099,SRV+Double,6
alternative,test,2H,0.0,SRV+Double,6
null,reference,2H,0.0075,SRV+Double,6
null,reference,2H,0.005,SRV+Double,6
null,test,2H,0.0,SRV+Double,6
alternative,reference,2H,0.0908,SRV+Double,7
alternative,reference,2H,0.0093,SRV+Double,7
alternative,test,2H,0.0,SRV+Double,7
null,reference,2H,0.0068,SRV+Double,7
null,reference,2H,0.0042,SRV+Double,7
null,test,2H,0.0,SRV+Double,7
alternative,reference,2H,0.1028,SRV+Double,8
alternative,reference,2H,0.0085,SRV+Double,8
alternative,test,2H,0.0,SRV+Double,8
null,reference,2H,0.0053,SRV+Double,8
null,reference,2H,0.0034,SRV+Double,8
null,test,2H,0.0,SRV+Double,8
alternative,reference,2H,0.0905,SRV+Double,9
alternative,reference,2H,0.012,SRV+Double,9
alternative,test,2H,0.0,SRV+Double,9
null,reference,2H,0.0082,SRV+Double,9
null,reference,2H,0.0048,SRV+Double,9
null,test,2H,0.0,SRV+Double,9
alternative,reference,2H,0.0915,SRV+Double,10
alternative,reference,2H,0.0043,SRV+Double,10
alternative,test,2H,0.0,SRV+Double,10
null,reference,2H,0.0054,SRV+Double,10
null,reference,2H,0.0041,SRV+Double,10
null,test,2H,0.0,SRV+Double,10
