replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.0229,4.41,-4570.85,9206.16,32.0,-4573.44,9209.3,31.0,0.2914,1.9113,Collapsed rate class
2,SRV,0.0222,4.63,-4570.84,9206.14,32.0,-4573.46,9209.34,31.0,0.2914,1.9113,Collapsed rate class
3,SRV,0.0228,4.54,-4570.84,9206.15,32.0,-4573.44,9209.3,31.0,0.2914,1.9113,Collapsed rate class
4,SRV,0.0228,4.55,-4570.84,9206.15,32.0,-4573.44,9209.3,31.0,0.2914,1.9113,Collapsed rate class
5,SRV,0.0227,4.75,-4570.84,9206.14,32.0,-4573.44,9209.3,31.0,0.2914,1.9113,Collapsed rate class
6,SRV,0.0026,4.5,-4570.85,9206.15,32.0,-4575.38,9213.19,31.0,0.2914,1.9113,Collapsed rate class
7,SRV,0.0027,4.7,-4570.84,9206.14,32.0,-4575.33,9213.1,31.0,0.2914,1.9113,Collapsed rate class
8,SRV,0.0226,4.57,-4570.84,9206.14,32.0,-4573.44,9209.31,31.0,0.2914,1.9113,Collapsed rate class
9,SRV,0.0226,4.47,-4570.85,9206.15,32.0,-4573.45,9209.32,31.0,0.2914,1.9113,Collapsed rate class
10,SRV,0.0224,4.51,-4570.84,9206.15,32.0,-4573.45,9209.34,31.0,0.2914,1.9113,Collapsed rate class
1,SRV+Double,0.2648,2.77,-4569.8,9208.12,34.0,-4570.42,9207.33,33.0,0.2914,1.9113,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double,0.2658,0.0,-4569.79,9208.09,34.0,-4570.4,9207.29,33.0,0.2914,1.9113,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double,0.2655,2.8,-4569.8,9208.12,34.0,-4570.42,9207.33,33.0,0.2914,1.9113,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double,0.2668,2.72,-4569.81,9208.14,34.0,-4570.43,9207.35,33.0,0.2914,1.9113,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double,0.2674,2.7,-4569.82,9208.15,34.0,-4570.43,9207.35,33.0,0.2914,1.9113,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double,0.2645,0.0,-4569.8,9208.12,34.0,-4570.42,9207.33,33.0,0.2914,1.9113,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double,0.2662,0.0,-4569.79,9208.09,34.0,-4570.4,9207.29,33.0,0.2914,1.9113,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double,0.2648,0.0,-4569.79,9208.09,34.0,-4570.41,9207.3,33.0,0.2914,1.9113,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double,0.2697,2.68,-4569.82,9208.16,34.0,-4570.43,9207.34,33.0,0.2914,1.9113,Convergence/flat likelihood
10,SRV+Double,0.266,2.78,-4569.79,9208.11,34.0,-4570.41,9207.31,33.0,0.2914,1.9113,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double+Triple,,,,,,,,,,,
2,SRV+Double+Triple,,,,,,,,,,,
3,SRV+Double+Triple,,,,,,,,,,,
4,SRV+Double+Triple,,,,,,,,,,,
5,SRV+Double+Triple,,,,,,,,,,,
6,SRV+Double+Triple,,,,,,,,,,,
7,SRV+Double+Triple,,,,,,,,,,,
8,SRV+Double+Triple,,,,,,,,,,,
9,SRV+Double+Triple,,,,,,,,,,,
10,SRV+Double+Triple,,,,,,,,,,,
