model,branch_set,hit_class,rate,run_type,replicate
alternative,reference,2H,0.0699,SRV+Double,1
alternative,reference,2H,0.1095,SRV+Double,1
alternative,test,2H,0.0,SRV+Double,1
null,reference,2H,0.0862,SRV+Double,1
null,reference,2H,0.1099,SRV+Double,1
null,test,2H,0.0,SRV+Double,1
alternative,reference,2H,0.0703,SRV+Double,2
alternative,reference,2H,0.0,SRV+Double,2
alternative,test,2H,0.0,SRV+Double,2
null,reference,2H,0.0,SRV+Double,2
null,test,2H,0.0,SRV+Double,2
alternative,reference,2H,0.0694,SRV+Double,3
alternative,reference,2H,0.0,SRV+Double,3
alternative,test,2H,0.0,SRV+Double,3
null,reference,2H,0.0,SRV+Double,3
null,test,2H,0.0,SRV+Double,3
alternative,reference,2H,0.0684,SRV+Double,4
alternative,reference,2H,0.0,SRV+Double,4
alternative,test,2H,0.0,SRV+Double,4
null,reference,2H,0.0,SRV+Double,4
null,test,2H,0.0,SRV+Double,4
alternative,reference,2H,0.0687,SRV+Double,5
alternative,reference,2H,0.1095,SRV+Double,5
alternative,test,2H,0.0,SRV+Double,5
null,reference,2H,0.0859,SRV+Double,5
null,reference,2H,0.1099,SRV+Double,5
null,test,2H,0.0,SRV+Double,5
alternative,reference,2H,0.0696,SRV+Double,6
alternative,reference,2H,0.0,SRV+Double,6
alternative,test,2H,0.0,SRV+Double,6
null,reference,2H,0.0,SRV+Double,6
null,test,2H,0.0,SRV+Double,6
alternative,reference,2H,0.0693,SRV+Double,7
alternative,reference,2H,0.11,SRV+Double,7
alternative,test,2H,0.0,SRV+Double,7
null,reference,2H,0.0861,SRV+Double,7
null,reference,2H,0.11,SRV+Double,7
null,test,2H,0.0,SRV+Double,7
alternative,reference,2H,0.0701,SRV+Double,8
alternative,reference,2H,0.1094,SRV+Double,8
alternative,test,2H,0.0,SRV+Double,8
null,reference,2H,0.086,SRV+Double,8
null,reference,2H,0.1101,SRV+Double,8
null,test,2H,0.0,SRV+Double,8
alternative,reference,2H,0.0692,SRV+Double,9
alternative,reference,2H,0.1096,SRV+Double,9
alternative,test,2H,0.0,SRV+Double,9
null,reference,2H,0.0861,SRV+Double,9
null,reference,2H,0.1098,SRV+Double,9
null,test,2H,0.0,SRV+Double,9
alternative,reference,2H,0.0685,SRV+Double,10
alternative,reference,2H,0.1097,SRV+Double,10
alternative,test,2H,0.0,SRV+Double,10
null,reference,2H,0.086,SRV+Double,10
null,reference,2H,0.1093,SRV+Double,10
null,test,2H,0.0,SRV+Double,10
alternative,reference,2H,0.0615,SRV+Double+Triple,1
alternative,reference,2H,0.0,SRV+Double+Triple,1
alternative,reference,3H,0.0,SRV+Double+Triple,1
alternative,test,2H,0.0,SRV+Double+Triple,1
alternative,test,3H,0.0,SRV+Double+Triple,1
null,reference,2H,0.0,SRV+Double+Triple,1
null,reference,3H,0.0,SRV+Double+Triple,1
null,test,2H,0.0,SRV+Double+Triple,1
null,test,3H,0.0,SRV+Double+Triple,1
alternative,reference,2H,0.0618,SRV+Double+Triple,2
alternative,reference,2H,0.1098,SRV+Double+Triple,2
alternative,reference,3H,0.0,SRV+Double+Triple,2
alternative,test,2H,0.0,SRV+Double+Triple,2
alternative,test,3H,0.0,SRV+Double+Triple,2
null,reference,2H,0.0859,SRV+Double+Triple,2
null,reference,2H,0.1094,SRV+Double+Triple,2
null,reference,3H,0.0,SRV+Double+Triple,2
null,test,2H,0.0,SRV+Double+Triple,2
null,test,3H,0.0,SRV+Double+Triple,2
alternative,reference,2H,0.0628,SRV+Double+Triple,3
alternative,reference,2H,0.1097,SRV+Double+Triple,3
alternative,reference,3H,0.0,SRV+Double+Triple,3
alternative,test,2H,0.0,SRV+Double+Triple,3
alternative,test,3H,0.0,SRV+Double+Triple,3
null,reference,2H,0.0863,SRV+Double+Triple,3
null,reference,2H,0.1097,SRV+Double+Triple,3
null,reference,3H,0.0,SRV+Double+Triple,3
null,test,2H,0.0,SRV+Double+Triple,3
null,test,3H,0.0,SRV+Double+Triple,3
alternative,reference,2H,0.0615,SRV+Double+Triple,4
alternative,reference,2H,0.1093,SRV+Double+Triple,4
alternative,reference,3H,0.0,SRV+Double+Triple,4
alternative,test,2H,0.0,SRV+Double+Triple,4
alternative,test,3H,0.0,SRV+Double+Triple,4
null,reference,2H,0.0861,SRV+Double+Triple,4
null,reference,2H,0.1099,SRV+Double+Triple,4
null,reference,3H,0.0,SRV+Double+Triple,4
null,test,2H,0.0,SRV+Double+Triple,4
null,test,3H,0.0,SRV+Double+Triple,4
alternative,reference,2H,0.0625,SRV+Double+Triple,5
alternative,reference,2H,0.1097,SRV+Double+Triple,5
alternative,reference,3H,0.0,SRV+Double+Triple,5
alternative,test,2H,0.0,SRV+Double+Triple,5
alternative,test,3H,0.0,SRV+Double+Triple,5
null,reference,2H,0.086,SRV+Double+Triple,5
null,reference,2H,0.1097,SRV+Double+Triple,5
null,reference,3H,0.0,SRV+Double+Triple,5
null,test,2H,0.0,SRV+Double+Triple,5
null,test,3H,0.0,SRV+Double+Triple,5
alternative,reference,2H,0.0629,SRV+Double+Triple,6
alternative,reference,2H,0.1097,SRV+Double+Triple,6
alternative,reference,3H,0.0,SRV+Double+Triple,6
alternative,test,2H,0.0,SRV+Double+Triple,6
alternative,test,3H,0.0,SRV+Double+Triple,6
null,reference,2H,0.0859,SRV+Double+Triple,6
null,reference,2H,0.1097,SRV+Double+Triple,6
null,reference,3H,0.0,SRV+Double+Triple,6
null,test,2H,0.0,SRV+Double+Triple,6
null,test,3H,0.0,SRV+Double+Triple,6
alternative,reference,2H,0.0625,SRV+Double+Triple,7
alternative,reference,2H,0.1095,SRV+Double+Triple,7
alternative,reference,3H,0.0,SRV+Double+Triple,7
alternative,test,2H,0.0,SRV+Double+Triple,7
alternative,test,3H,0.0,SRV+Double+Triple,7
null,reference,2H,0.0861,SRV+Double+Triple,7
null,reference,2H,0.1096,SRV+Double+Triple,7
null,reference,3H,0.0,SRV+Double+Triple,7
null,test,2H,0.0,SRV+Double+Triple,7
null,test,3H,0.0,SRV+Double+Triple,7
alternative,reference,2H,0.0632,SRV+Double+Triple,8
alternative,reference,2H,0.1093,SRV+Double+Triple,8
alternative,reference,3H,0.0,SRV+Double+Triple,8
alternative,test,2H,0.0,SRV+Double+Triple,8
alternative,test,3H,0.0,SRV+Double+Triple,8
null,reference,2H,0.0861,SRV+Double+Triple,8
null,reference,2H,0.1097,SRV+Double+Triple,8
null,reference,3H,0.0,SRV+Double+Triple,8
null,test,2H,0.0,SRV+Double+Triple,8
null,test,3H,0.0,SRV+Double+Triple,8
alternative,reference,2H,0.061,SRV+Double+Triple,9
alternative,reference,2H,0.0,SRV+Double+Triple,9
alternative,reference,3H,0.0,SRV+Double+Triple,9
alternative,test,2H,0.0,SRV+Double+Triple,9
alternative,test,3H,0.0,SRV+Double+Triple,9
null,reference,2H,0.0,SRV+Double+Triple,9
null,reference,3H,0.0,SRV+Double+Triple,9
null,test,2H,0.0,SRV+Double+Triple,9
null,test,3H,0.0,SRV+Double+Triple,9
alternative,reference,2H,0.0622,SRV+Double+Triple,10
alternative,reference,2H,0.1094,SRV+Double+Triple,10
alternative,reference,3H,0.0,SRV+Double+Triple,10
alternative,test,2H,0.0,SRV+Double+Triple,10
alternative,test,3H,0.0,SRV+Double+Triple,10
null,reference,2H,0.0858,SRV+Double+Triple,10
null,reference,2H,0.1098,SRV+Double+Triple,10
null,reference,3H,0.0,SRV+Double+Triple,10
null,test,2H,0.0,SRV+Double+Triple,10
null,test,3H,0.0,SRV+Double+Triple,10
