model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Diversifying selection,1335669.731,0.041,SRV,1
alternative,reference,Negative selection,0.179,11.687,SRV,1
alternative,reference,Negative selection,0.181,88.272,SRV,1
alternative,test,Diversifying selection,1335669.731,0.041,SRV,1
alternative,test,Negative selection,0.085,11.687,SRV,1
alternative,test,Negative selection,0.087,88.272,SRV,1
alternative,test,Negative selection,0.179,11.687,SRV,1
alternative,test,Negative selection,0.181,88.272,SRV,1
null,reference,Negative selection,0.167,9.726,SRV,1
null,reference,Negative selection,0.171,90.249,SRV,1
null,test,Negative selection,0.167,9.726,SRV,1
null,test,Negative selection,0.171,90.249,SRV,1
alternative,reference,Diversifying selection,62.881,0.057,SRV,2
alternative,reference,Negative selection,0.178,4.445,SRV,2
alternative,reference,Negative selection,0.183,95.498,SRV,2
alternative,test,Diversifying selection,447.217,0.057,SRV,2
alternative,test,Diversifying selection,62.881,0.057,SRV,2
alternative,test,Negative selection,0.079,4.445,SRV,2
alternative,test,Negative selection,0.082,95.498,SRV,2
alternative,test,Negative selection,0.178,4.445,SRV,2
alternative,test,Negative selection,0.183,95.498,SRV,2
null,reference,Negative selection,0.165,3.552,SRV,2
null,reference,Negative selection,0.171,96.423,SRV,2
null,test,Negative selection,0.165,3.552,SRV,2
null,test,Negative selection,0.171,96.423,SRV,2
alternative,reference,Diversifying selection,1.438,0.581,SRV,3
alternative,reference,Negative selection,0.176,64.763,SRV,3
alternative,reference,Negative selection,0.176,34.656,SRV,3
alternative,test,Diversifying selection,205.41,0.581,SRV,3
alternative,test,Diversifying selection,1.438,0.581,SRV,3
alternative,test,Negative selection,0.0,64.763,SRV,3
alternative,test,Negative selection,0.0,34.656,SRV,3
alternative,test,Negative selection,0.176,64.763,SRV,3
alternative,test,Negative selection,0.176,34.656,SRV,3
null,reference,Diversifying selection,2.677,0.0,SRV,3
null,reference,Negative selection,0.142,0.0,SRV,3
null,reference,Negative selection,0.172,100.0,SRV,3
null,test,Diversifying selection,2.677,0.0,SRV,3
null,test,Negative selection,0.142,0.0,SRV,3
null,test,Negative selection,0.172,100.0,SRV,3
alternative,reference,Diversifying selection,64.056,0.056,SRV,4
alternative,reference,Negative selection,0.182,97.869,SRV,4
alternative,reference,Negative selection,0.183,2.075,SRV,4
alternative,test,Diversifying selection,442.754,0.056,SRV,4
alternative,test,Diversifying selection,64.056,0.056,SRV,4
alternative,test,Negative selection,0.083,97.869,SRV,4
alternative,test,Negative selection,0.083,2.075,SRV,4
alternative,test,Negative selection,0.182,97.869,SRV,4
alternative,test,Negative selection,0.183,2.075,SRV,4
null,reference,Negative selection,0.171,98.931,SRV,4
null,reference,Negative selection,0.172,1.044,SRV,4
null,test,Negative selection,0.171,98.931,SRV,4
null,test,Negative selection,0.172,1.044,SRV,4
alternative,reference,Diversifying selection,1.964,0.0,SRV,5
alternative,reference,Negative selection,0.179,88.22,SRV,5
alternative,reference,Negative selection,0.18,11.78,SRV,5
alternative,test,Diversifying selection,1.0,0.0,SRV,5
alternative,test,Diversifying selection,1.964,0.0,SRV,5
alternative,test,Negative selection,0.0,88.22,SRV,5
alternative,test,Negative selection,1.0,11.78,SRV,5
alternative,test,Negative selection,0.179,88.22,SRV,5
alternative,test,Negative selection,0.18,11.78,SRV,5
null,reference,Diversifying selection,1.012,0.0,SRV,5
null,reference,Negative selection,0.158,42.854,SRV,5
null,reference,Negative selection,0.196,57.146,SRV,5
null,test,Diversifying selection,1.012,0.0,SRV,5
null,test,Negative selection,0.158,42.854,SRV,5
null,test,Negative selection,0.196,57.146,SRV,5
alternative,reference,Diversifying selection,23401.461,0.04,SRV,6
alternative,reference,Negative selection,0.181,1.822,SRV,6
alternative,reference,Negative selection,0.182,98.138,SRV,6
alternative,test,Diversifying selection,3194514.874,0.04,SRV,6
