model,branch_set,hit_class,rate,run_type,replicate
alternative,reference,2H,0.0901,SRV+Double,1
alternative,reference,2H,0.0638,SRV+Double,1
alternative,test,2H,0.0,SRV+Double,1
null,reference,2H,0.0591,SRV+Double,1
null,reference,2H,0.0636,SRV+Double,1
null,test,2H,0.0,SRV+Double,1
alternative,reference,2H,0.09,SRV+Double,2
alternative,reference,2H,0.0634,SRV+Double,2
alternative,test,2H,0.0,SRV+Double,2
null,reference,2H,0.0588,SRV+Double,2
null,reference,2H,0.0641,SRV+Double,2
null,test,2H,0.0,SRV+Double,2
alternative,reference,2H,0.0897,SRV+Double,3
alternative,reference,2H,0.0633,SRV+Double,3
alternative,test,2H,0.0,SRV+Double,3
null,reference,2H,0.0592,SRV+Double,3
null,reference,2H,0.0639,SRV+Double,3
null,test,2H,0.0,SRV+Double,3
alternative,reference,2H,0.0874,SRV+Double,4
alternative,reference,2H,0.0632,SRV+Double,4
alternative,test,2H,0.0,SRV+Double,4
null,reference,2H,0.0588,SRV+Double,4
null,reference,2H,0.0636,SRV+Double,4
null,test,2H,0.0,SRV+Double,4
alternative,reference,2H,0.0894,SRV+Double,5
alternative,reference,2H,0.0638,SRV+Double,5
alternative,test,2H,0.0,SRV+Double,5
null,reference,2H,0.0594,SRV+Double,5
null,reference,2H,0.0644,SRV+Double,5
null,test,2H,0.0,SRV+Double,5
alternative,reference,2H,0.0879,SRV+Double,6
alternative,reference,2H,0.0637,SRV+Double,6
alternative,test,2H,0.0,SRV+Double,6
null,reference,2H,0.0639,SRV+Double,6
null,reference,2H,0.064,SRV+Double,6
null,test,2H,0.0,SRV+Double,6
alternative,reference,2H,0.0875,SRV+Double,7
alternative,reference,2H,0.0642,SRV+Double,7
alternative,test,2H,0.0,SRV+Double,7
null,reference,2H,0.059,SRV+Double,7
null,reference,2H,0.0631,SRV+Double,7
null,test,2H,0.0,SRV+Double,7
alternative,reference,2H,0.0875,SRV+Double,8
alternative,reference,2H,0.0635,SRV+Double,8
alternative,test,2H,0.0,SRV+Double,8
null,reference,2H,0.0589,SRV+Double,8
null,reference,2H,0.0637,SRV+Double,8
null,test,2H,0.0,SRV+Double,8
alternative,reference,2H,0.0874,SRV+Double,9
alternative,reference,2H,0.0634,SRV+Double,9
alternative,test,2H,0.0,SRV+Double,9
null,reference,2H,0.0585,SRV+Double,9
null,reference,2H,0.0637,SRV+Double,9
null,test,2H,0.0,SRV+Double,9
alternative,reference,2H,0.0901,SRV+Double,10
alternative,reference,2H,0.064,SRV+Double,10
alternative,test,2H,0.0,SRV+Double,10
null,reference,2H,0.0592,SRV+Double,10
null,reference,2H,0.064,SRV+Double,10
null,test,2H,0.0,SRV+Double,10
alternative,reference,2H,0.106,SRV+Double+Triple,1
alternative,reference,2H,0.0601,SRV+Double+Triple,1
alternative,reference,3H,0.1811,SRV+Double+Triple,1
alternative,reference,3H,0.1096,SRV+Double+Triple,1
alternative,test,2H,0.0,SRV+Double+Triple,1
alternative,test,3H,0.0,SRV+Double+Triple,1
null,reference,2H,0.0573,SRV+Double+Triple,1
null,reference,2H,0.0601,SRV+Double+Triple,1
null,reference,3H,0.1075,SRV+Double+Triple,1
null,reference,3H,0.1094,SRV+Double+Triple,1
null,test,2H,0.0,SRV+Double+Triple,1
null,test,3H,0.0,SRV+Double+Triple,1
alternative,reference,2H,0.104,SRV+Double+Triple,2
alternative,reference,2H,0.0601,SRV+Double+Triple,2
alternative,reference,3H,0.1761,SRV+Double+Triple,2
alternative,reference,3H,0.1094,SRV+Double+Triple,2
alternative,test,2H,0.0,SRV+Double+Triple,2
alternative,test,3H,0.0,SRV+Double+Triple,2
null,reference,2H,0.0573,SRV+Double+Triple,2
null,reference,2H,0.0601,SRV+Double+Triple,2
null,reference,3H,0.1074,SRV+Double+Triple,2
null,reference,3H,0.1095,SRV+Double+Triple,2
null,test,2H,0.0,SRV+Double+Triple,2
null,test,3H,0.0,SRV+Double+Triple,2
alternative,reference,2H,0.1058,SRV+Double+Triple,3
alternative,reference,2H,0.06,SRV+Double+Triple,3
alternative,reference,3H,0.1829,SRV+Double+Triple,3
alternative,reference,3H,0.109,SRV+Double+Triple,3
alternative,test,2H,0.0,SRV+Double+Triple,3
alternative,test,3H,0.0,SRV+Double+Triple,3
null,reference,2H,0.0572,SRV+Double+Triple,3
null,reference,2H,0.06,SRV+Double+Triple,3
null,reference,3H,0.1072,SRV+Double+Triple,3
null,reference,3H,0.1096,SRV+Double+Triple,3
null,test,2H,0.0,SRV+Double+Triple,3
null,test,3H,0.0,SRV+Double+Triple,3
alternative,reference,2H,0.1056,SRV+Double+Triple,4
alternative,reference,2H,0.0601,SRV+Double+Triple,4
alternative,reference,3H,0.1807,SRV+Double+Triple,4
alternative,reference,3H,0.1094,SRV+Double+Triple,4
alternative,test,2H,0.0,SRV+Double+Triple,4
alternative,test,3H,0.0,SRV+Double+Triple,4
null,reference,2H,0.0574,SRV+Double+Triple,4
null,reference,2H,0.0602,SRV+Double+Triple,4
null,reference,3H,0.1077,SRV+Double+Triple,4
null,reference,3H,0.1096,SRV+Double+Triple,4
null,test,2H,0.0,SRV+Double+Triple,4
null,test,3H,0.0,SRV+Double+Triple,4
alternative,reference,2H,0.1051,SRV+Double+Triple,5
alternative,reference,2H,0.0603,SRV+Double+Triple,5
alternative,reference,3H,0.1722,SRV+Double+Triple,5
alternative,reference,3H,0.1095,SRV+Double+Triple,5
alternative,test,2H,0.0,SRV+Double+Triple,5
alternative,test,3H,0.0,SRV+Double+Triple,5
null,reference,2H,0.0575,SRV+Double+Triple,5
null,reference,2H,0.0602,SRV+Double+Triple,5
null,reference,3H,0.1078,SRV+Double+Triple,5
null,reference,3H,0.1096,SRV+Double+Triple,5
null,test,2H,0.0,SRV+Double+Triple,5
null,test,3H,0.0,SRV+Double+Triple,5
alternative,reference,2H,0.1059,SRV+Double+Triple,6
alternative,reference,2H,0.0602,SRV+Double+Triple,6
alternative,reference,3H,0.1736,SRV+Double+Triple,6
alternative,reference,3H,0.1098,SRV+Double+Triple,6
alternative,test,2H,0.0,SRV+Double+Triple,6
alternative,test,3H,0.0,SRV+Double+Triple,6
null,reference,2H,0.0575,SRV+Double+Triple,6
null,reference,2H,0.0601,SRV+Double+Triple,6
null,reference,3H,0.1078,SRV+Double+Triple,6
null,reference,3H,0.1096,SRV+Double+Triple,6
null,test,2H,0.0,SRV+Double+Triple,6
null,test,3H,0.0,SRV+Double+Triple,6
alternative,reference,2H,0.1083,SRV+Double+Triple,7
alternative,reference,2H,0.0603,SRV+Double+Triple,7
alternative,reference,3H,0.1809,SRV+Double+Triple,7
alternative,reference,3H,0.1097,SRV+Double+Triple,7
alternative,test,2H,0.0,SRV+Double+Triple,7
alternative,test,3H,0.0,SRV+Double+Triple,7
null,reference,2H,0.0574,SRV+Double+Triple,7
null,reference,2H,0.0601,SRV+Double+Triple,7
null,reference,3H,0.1079,SRV+Double+Triple,7
null,reference,3H,0.1097,SRV+Double+Triple,7
null,test,2H,0.0,SRV+Double+Triple,7
null,test,3H,0.0,SRV+Double+Triple,7
alternative,reference,2H,0.1072,SRV+Double+Triple,8
alternative,reference,2H,0.0601,SRV+Double+Triple,8
alternative,reference,3H,0.1813,SRV+Double+Triple,8
alternative,reference,3H,0.1096,SRV+Double+Triple,8
alternative,test,2H,0.0,SRV+Double+Triple,8
alternative,test,3H,0.0,SRV+Double+Triple,8
null,reference,2H,0.0574,SRV+Double+Triple,8
null,reference,2H,0.06,SRV+Double+Triple,8
null,reference,3H,0.1078,SRV+Double+Triple,8
null,reference,3H,0.1095,SRV+Double+Triple,8
null,test,2H,0.0,SRV+Double+Triple,8
null,test,3H,0.0,SRV+Double+Triple,8
alternative,reference,2H,0.1031,SRV+Double+Triple,9
alternative,reference,2H,0.06,SRV+Double+Triple,9
alternative,reference,3H,0.1768,SRV+Double+Triple,9
alternative,reference,3H,0.1096,SRV+Double+Triple,9
alternative,test,2H,0.0,SRV+Double+Triple,9
alternative,test,3H,0.0,SRV+Double+Triple,9
null,reference,2H,0.0574,SRV+Double+Triple,9
null,reference,2H,0.06,SRV+Double+Triple,9
null,reference,3H,0.1076,SRV+Double+Triple,9
null,reference,3H,0.1094,SRV+Double+Triple,9
null,test,2H,0.0,SRV+Double+Triple,9
null,test,3H,0.0,SRV+Double+Triple,9
alternative,reference,2H,0.1047,SRV+Double+Triple,10
alternative,reference,2H,0.0601,SRV+Double+Triple,10
alternative,reference,3H,0.1773,SRV+Double+Triple,10
