model,branch_set,hit_class,rate,run_type,replicate
alternative,reference,2H,0.0364,SRV+Double,1
alternative,reference,2H,0.0,SRV+Double,1
alternative,test,2H,0.5056,SRV+Double,1
null,reference,2H,0.0,SRV+Double,1
null,test,2H,0.733,SRV+Double,1
null,test,2H,0.0,SRV+Double,1
alternative,reference,2H,0.0365,SRV+Double,2
alternative,reference,2H,0.0,SRV+Double,2
alternative,test,2H,0.5068,SRV+Double,2
null,reference,2H,0.0,SRV+Double,2
null,test,2H,0.7341,SRV+Double,2
null,test,2H,0.0,SRV+Double,2
alternative,reference,2H,0.0364,SRV+Double,3
alternative,reference,2H,0.0,SRV+Double,3
alternative,test,2H,0.5041,SRV+Double,3
null,reference,2H,0.0,SRV+Double,3
null,test,2H,0.7315,SRV+Double,3
null,test,2H,0.0,SRV+Double,3
alternative,reference,2H,0.0352,SRV+Double,4
alternative,reference,2H,0.0,SRV+Double,4
alternative,test,2H,0.5094,SRV+Double,4
null,reference,2H,0.0,SRV+Double,4
null,test,2H,0.7311,SRV+Double,4
null,test,2H,0.0,SRV+Double,4
alternative,reference,2H,0.0363,SRV+Double,5
alternative,reference,2H,0.0,SRV+Double,5
alternative,test,2H,0.5073,SRV+Double,5
null,reference,2H,0.0,SRV+Double,5
null,test,2H,0.73,SRV+Double,5
null,test,2H,0.0,SRV+Double,5
alternative,reference,2H,0.0361,SRV+Double,6
alternative,reference,2H,0.0,SRV+Double,6
alternative,test,2H,0.5075,SRV+Double,6
null,reference,2H,0.0,SRV+Double,6
null,test,2H,0.7298,SRV+Double,6
null,test,2H,0.0,SRV+Double,6
alternative,reference,2H,0.0362,SRV+Double,7
alternative,reference,2H,0.0,SRV+Double,7
alternative,test,2H,0.5089,SRV+Double,7
null,reference,2H,0.0,SRV+Double,7
null,test,2H,0.7333,SRV+Double,7
null,test,2H,0.0,SRV+Double,7
alternative,reference,2H,0.0368,SRV+Double,8
alternative,reference,2H,0.0,SRV+Double,8
alternative,test,2H,0.5062,SRV+Double,8
null,reference,2H,0.0,SRV+Double,8
null,test,2H,0.7294,SRV+Double,8
null,test,2H,0.0,SRV+Double,8
alternative,reference,2H,0.0369,SRV+Double,9
alternative,reference,2H,0.0,SRV+Double,9
alternative,test,2H,0.5067,SRV+Double,9
null,reference,2H,0.0,SRV+Double,9
null,test,2H,0.7331,SRV+Double,9
null,test,2H,0.0,SRV+Double,9
alternative,reference,2H,0.0374,SRV+Double,10
alternative,reference,2H,0.0,SRV+Double,10
alternative,test,2H,0.5059,SRV+Double,10
null,reference,2H,0.0,SRV+Double,10
null,test,2H,0.7304,SRV+Double,10
null,test,2H,0.0,SRV+Double,10
alternative,reference,2H,0.0446,SRV+Double+Triple,1
alternative,reference,2H,0.0,SRV+Double+Triple,1
alternative,reference,3H,0.0,SRV+Double+Triple,1
alternative,test,2H,0.5081,SRV+Double+Triple,1
alternative,test,3H,0.0,SRV+Double+Triple,1
null,reference,2H,0.0,SRV+Double+Triple,1
null,reference,3H,0.0,SRV+Double+Triple,1
null,test,2H,0.73,SRV+Double+Triple,1
null,test,2H,0.0,SRV+Double+Triple,1
null,test,3H,0.0,SRV+Double+Triple,1
alternative,reference,2H,0.0443,SRV+Double+Triple,2
alternative,reference,2H,0.0,SRV+Double+Triple,2
alternative,reference,3H,0.0,SRV+Double+Triple,2
alternative,test,2H,0.5073,SRV+Double+Triple,2
alternative,test,3H,0.0,SRV+Double+Triple,2
null,reference,2H,0.0,SRV+Double+Triple,2
null,reference,3H,0.0,SRV+Double+Triple,2
null,test,2H,0.7318,SRV+Double+Triple,2
null,test,2H,0.0,SRV+Double+Triple,2
null,test,3H,0.0,SRV+Double+Triple,2
alternative,reference,2H,0.0443,SRV+Double+Triple,3
alternative,reference,2H,0.0,SRV+Double+Triple,3
alternative,reference,3H,0.0,SRV+Double+Triple,3
alternative,test,2H,0.5077,SRV+Double+Triple,3
alternative,test,3H,0.0,SRV+Double+Triple,3
null,reference,2H,0.0,SRV+Double+Triple,3
null,reference,3H,0.0,SRV+Double+Triple,3
null,test,2H,0.7331,SRV+Double+Triple,3
null,test,2H,0.0,SRV+Double+Triple,3
null,test,3H,0.0,SRV+Double+Triple,3
alternative,reference,2H,0.044,SRV+Double+Triple,4
alternative,reference,2H,0.0,SRV+Double+Triple,4
alternative,reference,3H,0.0,SRV+Double+Triple,4
alternative,test,2H,0.5078,SRV+Double+Triple,4
alternative,test,3H,0.0,SRV+Double+Triple,4
null,reference,2H,0.0,SRV+Double+Triple,4
null,reference,3H,0.0,SRV+Double+Triple,4
null,test,2H,0.7319,SRV+Double+Triple,4
null,test,2H,0.0,SRV+Double+Triple,4
null,test,3H,0.0,SRV+Double+Triple,4
alternative,reference,2H,0.0445,SRV+Double+Triple,5
alternative,reference,2H,0.0,SRV+Double+Triple,5
alternative,reference,3H,0.0,SRV+Double+Triple,5
alternative,test,2H,0.5077,SRV+Double+Triple,5
alternative,test,3H,0.0,SRV+Double+Triple,5
null,reference,2H,0.0,SRV+Double+Triple,5
null,reference,3H,0.0,SRV+Double+Triple,5
null,test,2H,0.7328,SRV+Double+Triple,5
null,test,2H,0.0,SRV+Double+Triple,5
null,test,3H,0.0,SRV+Double+Triple,5
alternative,reference,2H,0.0444,SRV+Double+Triple,6
alternative,reference,2H,0.0,SRV+Double+Triple,6
alternative,reference,3H,0.0,SRV+Double+Triple,6
alternative,test,2H,0.5058,SRV+Double+Triple,6
alternative,test,3H,0.0,SRV+Double+Triple,6
null,reference,2H,0.0,SRV+Double+Triple,6
null,reference,3H,0.0,SRV+Double+Triple,6
null,test,2H,0.7298,SRV+Double+Triple,6
null,test,2H,0.0,SRV+Double+Triple,6
null,test,3H,0.0,SRV+Double+Triple,6
alternative,reference,2H,0.0442,SRV+Double+Triple,7
alternative,reference,2H,0.0,SRV+Double+Triple,7
alternative,reference,3H,0.0,SRV+Double+Triple,7
alternative,test,2H,0.5084,SRV+Double+Triple,7
alternative,test,3H,0.0,SRV+Double+Triple,7
null,reference,2H,0.0,SRV+Double+Triple,7
null,reference,3H,0.0,SRV+Double+Triple,7
null,test,2H,0.7326,SRV+Double+Triple,7
null,test,2H,0.0,SRV+Double+Triple,7
null,test,3H,0.0,SRV+Double+Triple,7
alternative,reference,2H,0.0441,SRV+Double+Triple,8
alternative,reference,2H,0.0,SRV+Double+Triple,8
alternative,reference,3H,0.0,SRV+Double+Triple,8
alternative,test,2H,0.5101,SRV+Double+Triple,8
alternative,test,3H,0.0,SRV+Double+Triple,8
null,reference,2H,0.0,SRV+Double+Triple,8
null,reference,3H,0.0,SRV+Double+Triple,8
null,test,2H,0.7309,SRV+Double+Triple,8
null,test,2H,0.0,SRV+Double+Triple,8
null,test,3H,0.0,SRV+Double+Triple,8
alternative,reference,2H,0.0444,SRV+Double+Triple,9
alternative,reference,2H,0.0,SRV+Double+Triple,9
alternative,reference,3H,0.0,SRV+Double+Triple,9
alternative,test,2H,0.5073,SRV+Double+Triple,9
alternative,test,3H,0.0,SRV+Double+Triple,9
null,reference,2H,0.0,SRV+Double+Triple,9
null,reference,3H,0.0,SRV+Double+Triple,9
null,test,2H,0.7343,SRV+Double+Triple,9
null,test,2H,0.0,SRV+Double+Triple,9
null,test,3H,0.0,SRV+Double+Triple,9
alternative,reference,2H,0.0445,SRV+Double+Triple,10
alternative,reference,2H,0.0,SRV+Double+Triple,10
alternative,reference,3H,0.0,SRV+Double+Triple,10
alternative,test,2H,0.5064,SRV+Double+Triple,10
alternative,test,3H,0.0,SRV+Double+Triple,10
null,reference,2H,0.0,SRV+Double+Triple,10
null,reference,3H,0.0,SRV+Double+Triple,10
null,test,2H,0.7312,SRV+Double+Triple,10
null,test,2H,0.0,SRV+Double+Triple,10
null,test,3H,0.0,SRV+Double+Triple,10
