replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.7518,0.88,-4952.78,9983.94,39,-4952.83,9982.02,38,0.2314,0.2766,Convergence/flat likelihood
2,SRV,0.7512,1.14,-4953.79,9985.95,39,-4952.83,9982.02,38,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
3,SRV,0.7513,0.88,-4952.78,9983.94,39,-4952.83,9982.02,38,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
4,SRV,0.752,0.88,-4952.78,9983.94,39,-4952.83,9982.02,38,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
5,SRV,0.7514,0.88,-4952.78,9983.94,39,-4952.83,9982.02,38,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
6,SRV,0.7514,0.88,-4952.78,9983.94,39,-4952.83,9982.02,38,0.2313,0.2762,Convergence/flat likelihood; Collapsed rate class
7,SRV,0.7555,0.88,-4952.78,9983.94,39,-4952.83,9982.02,38,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
8,SRV,1.0,24.0,-4953.76,9985.9,39,-4952.83,9982.02,38,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
9,SRV,0.7518,0.88,-4952.78,9983.94,39,-4952.83,9982.02,38,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
10,SRV,0.7512,0.88,-4952.78,9983.94,39,-4952.83,9982.02,38,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double,0.7512,0.88,-4952.78,9987.97,41,-4952.83,9986.06,40,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double,0.7519,0.88,-4952.78,9987.97,41,-4952.83,9986.06,40,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double,0.7533,0.88,-4952.78,9987.98,41,-4952.83,9986.06,40,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double,0.7529,0.88,-4952.78,9987.98,41,-4952.83,9986.06,40,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double,0.7512,0.88,-4952.78,9987.97,41,-4952.83,9986.06,40,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double,0.7534,0.88,-4952.78,9987.98,41,-4952.83,9986.06,40,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double,0.7545,0.88,-4952.78,9987.98,41,-4952.83,9986.06,40,0.2313,0.2762,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double,0.7544,0.88,-4952.78,9987.98,41,-4952.83,9986.06,40,0.2313,0.2762,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double,0.7545,0.88,-4952.78,9987.98,41,-4952.83,9986.06,40,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double,0.7511,1.16,-4953.79,9989.98,41,-4952.83,9986.06,40,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double+Triple,0.7514,0.88,-4952.78,9992.02,43,-4952.83,9990.1,42,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double+Triple,0.7523,0.88,-4952.78,9992.02,43,-4952.83,9990.1,42,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double+Triple,0.7515,0.88,-4952.78,9992.02,43,-4952.83,9990.1,42,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double+Triple,0.7513,0.88,-4952.78,9992.02,43,-4952.83,9990.1,42,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double+Triple,0.7514,0.88,-4952.78,9992.02,43,-4952.83,9990.1,42,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double+Triple,0.7513,0.88,-4952.78,9992.02,43,-4952.83,9990.1,42,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double+Triple,0.7541,0.88,-4952.78,9992.02,43,-4952.83,9990.1,42,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double+Triple,0.7571,33.27,-4953.76,9993.98,43,-4952.83,9990.1,42,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double+Triple,0.7512,0.88,-4952.78,9992.02,43,-4952.83,9990.1,42,0.2313,0.2762,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double+Triple,1.0,0.86,-4954.47,9995.4,43,-4952.83,9990.1,42,0.2314,0.2766,Convergence/flat likelihood; Collapsed rate class
