replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.1529,14.51,-4601.34,9287.07,42.0,-4602.36,9287.09,41.0,0.28,0.0,Convergence/flat likelihood; Collapsed rate class
2,SRV,0.1528,18.12,-4601.34,9287.07,42.0,-4602.36,9287.09,41.0,0.28,0.0,Convergence/flat likelihood; Collapsed rate class
3,SRV,0.1528,12.5,-4601.34,9287.07,42.0,-4602.36,9287.09,41.0,0.2805,0.0,Convergence/flat likelihood; Collapsed rate class
4,SRV,0.1528,16.96,-4601.34,9287.07,42.0,-4602.36,9287.09,41.0,0.28,0.0,Convergence/flat likelihood; Collapsed rate class
5,SRV,0.1529,11.96,-4601.34,9287.07,42.0,-4602.36,9287.09,41.0,0.28,0.0,Convergence/flat likelihood; Collapsed rate class
6,SRV,0.1528,18.16,-4601.34,9287.07,42.0,-4602.36,9287.09,41.0,0.28,0.0,Convergence/flat likelihood; Collapsed rate class
7,SRV,0.1528,14.77,-4601.34,9287.07,42.0,-4602.36,9287.09,41.0,0.28,0.0,Convergence/flat likelihood
8,SRV,0.1528,19.32,-4601.34,9287.07,42.0,-4602.36,9287.09,41.0,0.28,0.0,Convergence/flat likelihood; Collapsed rate class
9,SRV,0.1528,11.21,-4601.34,9287.07,42.0,-4602.36,9287.09,41.0,0.28,0.0,Convergence/flat likelihood; Collapsed rate class
10,SRV,0.1528,12.62,-4601.34,9287.07,42.0,-4602.36,9287.09,41.0,0.28,0.0,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double,,,,,,,,,,,
2,SRV+Double,,,,,,,,,,,
3,SRV+Double,,,,,,,,,,,
4,SRV+Double,,,,,,,,,,,
5,SRV+Double,,,,,,,,,,,
6,SRV+Double,,,,,,,,,,,
7,SRV+Double,,,,,,,,,,,
8,SRV+Double,,,,,,,,,,,
9,SRV+Double,,,,,,,,,,,
10,SRV+Double,,,,,,,,,,,
1,SRV+Double+Triple,,,,,,,,,,,
2,SRV+Double+Triple,,,,,,,,,,,
3,SRV+Double+Triple,,,,,,,,,,,
4,SRV+Double+Triple,,,,,,,,,,,
5,SRV+Double+Triple,,,,,,,,,,,
6,SRV+Double+Triple,,,,,,,,,,,
7,SRV+Double+Triple,,,,,,,,,,,
8,SRV+Double+Triple,,,,,,,,,,,
9,SRV+Double+Triple,,,,,,,,,,,
10,SRV+Double+Triple,,,,,,,,,,,
