model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Diversifying selection,6.028,0.0,SRV,1
alternative,reference,Negative selection,0.263,100.0,SRV,1
alternative,reference,Negative selection,0.954,0.0,SRV,1
alternative,test,Diversifying selection,3.275,0.0,SRV,1
alternative,test,Diversifying selection,6.028,0.0,SRV,1
alternative,test,Negative selection,0.414,100.0,SRV,1
alternative,test,Negative selection,0.969,0.0,SRV,1
alternative,test,Negative selection,0.263,100.0,SRV,1
alternative,test,Negative selection,0.954,0.0,SRV,1
null,reference,Diversifying selection,5.847,0.0,SRV,1
null,reference,Negative selection,0.266,100.0,SRV,1
null,reference,Negative selection,0.938,0.0,SRV,1
null,test,Diversifying selection,5.847,0.0,SRV,1
null,test,Negative selection,0.266,100.0,SRV,1
null,test,Negative selection,0.938,0.0,SRV,1
alternative,reference,Diversifying selection,5.575,0.0,SRV,2
alternative,reference,Negative selection,0.211,3.982,SRV,2
alternative,reference,Negative selection,0.267,96.018,SRV,2
alternative,test,Diversifying selection,3.114,0.0,SRV,2
alternative,test,Diversifying selection,5.575,0.0,SRV,2
alternative,test,Negative selection,0.357,3.982,SRV,2
alternative,test,Negative selection,0.417,96.018,SRV,2
alternative,test,Negative selection,0.211,3.982,SRV,2
alternative,test,Negative selection,0.267,96.018,SRV,2
null,reference,Diversifying selection,1.629,0.0,SRV,2
null,reference,Negative selection,0.249,0.329,SRV,2
null,reference,Negative selection,0.266,99.671,SRV,2
null,test,Diversifying selection,1.629,0.0,SRV,2
null,test,Negative selection,0.249,0.329,SRV,2
null,test,Negative selection,0.266,99.671,SRV,2
alternative,reference,Diversifying selection,3.508,0.0,SRV,3
alternative,reference,Negative selection,0.0,0.0,SRV,3
alternative,reference,Negative selection,0.264,100.0,SRV,3
alternative,test,Diversifying selection,2.288,0.0,SRV,3
alternative,test,Diversifying selection,3.508,0.0,SRV,3
alternative,test,Negative selection,0.001,0.0,SRV,3
alternative,test,Negative selection,0.415,100.0,SRV,3
