model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Diversifying selection,1.589,0.0,SRV,1
alternative,reference,Negative selection,0.31,17.776,SRV,1
alternative,reference,Negative selection,0.325,82.224,SRV,1
alternative,test,Diversifying selection,2.262,0.0,SRV,1
alternative,test,Diversifying selection,1.589,0.0,SRV,1
alternative,test,Negative selection,0.127,17.776,SRV,1
alternative,test,Negative selection,0.138,82.224,SRV,1
alternative,test,Negative selection,0.31,17.776,SRV,1
alternative,test,Negative selection,0.325,82.224,SRV,1
null,reference,Diversifying selection,1.282,0.0,SRV,1
null,reference,Negative selection,0.297,0.0,SRV,1
null,reference,Negative selection,0.309,100.0,SRV,1
null,test,Diversifying selection,1.282,0.0,SRV,1
null,test,Negative selection,0.297,0.0,SRV,1
null,test,Negative selection,0.309,100.0,SRV,1
alternative,reference,Diversifying selection,1.005,0.0,SRV,2
alternative,reference,Negative selection,0.321,99.162,SRV,2
alternative,reference,Negative selection,0.439,0.838,SRV,2
alternative,test,Diversifying selection,1.008,0.0,SRV,2
alternative,test,Diversifying selection,1.005,0.0,SRV,2
alternative,test,Negative selection,0.135,99.162,SRV,2
alternative,test,Negative selection,0.235,0.838,SRV,2
alternative,test,Negative selection,0.321,99.162,SRV,2
alternative,test,Negative selection,0.439,0.838,SRV,2
null,reference,Diversifying selection,1.155,0.0,SRV,2
null,reference,Negative selection,0.282,0.0,SRV,2
null,reference,Negative selection,0.31,100.0,SRV,2
null,test,Diversifying selection,1.155,0.0,SRV,2
null,test,Negative selection,0.282,0.0,SRV,2
null,test,Negative selection,0.31,100.0,SRV,2
alternative,reference,Diversifying selection,2.018,0.0,SRV,3
alternative,reference,Negative selection,0.003,0.0,SRV,3
alternative,reference,Negative selection,0.323,100.0,SRV,3
alternative,test,Diversifying selection,3.448,0.0,SRV,3
alternative,test,Diversifying selection,2.018,0.0,SRV,3
alternative,test,Negative selection,0.0,0.0,SRV,3
alternative,test,Negative selection,0.136,100.0,SRV,3
alternative,test,Negative selection,0.003,0.0,SRV,3
alternative,test,Negative selection,0.323,100.0,SRV,3
null,reference,Diversifying selection,1.581,0.0,SRV,3
null,reference,Negative selection,0.002,0.0,SRV,3
null,reference,Negative selection,0.309,100.0,SRV,3
null,test,Diversifying selection,1.581,0.0,SRV,3
null,test,Negative selection,0.002,0.0,SRV,3
null,test,Negative selection,0.309,100.0,SRV,3
alternative,reference,Diversifying selection,1.016,0.0,SRV,4
alternative,reference,Negative selection,0.322,100.0,SRV,4
alternative,reference,Negative selection,0.522,0.0,SRV,4
alternative,test,Diversifying selection,1.028,0.0,SRV,4
alternative,test,Diversifying selection,1.016,0.0,SRV,4
alternative,test,Negative selection,0.136,100.0,SRV,4
alternative,test,Negative selection,0.318,0.0,SRV,4
alternative,test,Negative selection,0.322,100.0,SRV,4
alternative,test,Negative selection,0.522,0.0,SRV,4
null,reference,Diversifying selection,1.171,0.0,SRV,4
null,reference,Negative selection,0.31,100.0,SRV,4
null,reference,Negative selection,0.479,0.0,SRV,4
null,test,Diversifying selection,1.171,0.0,SRV,4
null,test,Negative selection,0.31,100.0,SRV,4
null,test,Negative selection,0.479,0.0,SRV,4
alternative,reference,Diversifying selection,2.108,0.0,SRV,5
alternative,reference,Negative selection,0.004,0.0,SRV,5
alternative,reference,Negative selection,0.324,100.0,SRV,5
alternative,test,Diversifying selection,3.729,0.0,SRV,5
alternative,test,Diversifying selection,2.108,0.0,SRV,5
alternative,test,Negative selection,0.0,0.0,SRV,5
alternative,test,Negative selection,0.137,100.0,SRV,5
alternative,test,Negative selection,0.004,0.0,SRV,5
alternative,test,Negative selection,0.324,100.0,SRV,5
null,reference,Diversifying selection,1.647,0.0,SRV,5
null,reference,Negative selection,0.003,0.0,SRV,5
null,reference,Negative selection,0.31,100.0,SRV,5
null,test,Diversifying selection,1.647,0.0,SRV,5
null,test,Negative selection,0.003,0.0,SRV,5
null,test,Negative selection,0.31,100.0,SRV,5
alternative,reference,Diversifying selection,1.003,0.0,SRV,6
alternative,reference,Negative selection,0.293,79.119,SRV,6
alternative,reference,Negative selection,0.433,20.881,SRV,6
alternative,test,Diversifying selection,1.006,0.0,SRV,6
alternative,test,Diversifying selection,1.003,0.0,SRV,6
alternative,test,Negative selection,0.113,79.119,SRV,6
alternative,test,Negative selection,0.226,20.881,SRV,6
alternative,test,Negative selection,0.293,79.119,SRV,6
alternative,test,Negative selection,0.433,20.881,SRV,6
null,reference,Diversifying selection,1.152,0.0,SRV,6
null,reference,Negative selection,0.302,88.562,SRV,6
null,reference,Negative selection,0.365,11.438,SRV,6
null,test,Diversifying selection,1.152,0.0,SRV,6
null,test,Negative selection,0.302,88.562,SRV,6
null,test,Negative selection,0.365,11.438,SRV,6
alternative,reference,Diversifying selection,1.004,0.0,SRV,7
alternative,reference,Negative selection,0.295,80.481,SRV,7
alternative,reference,Negative selection,0.437,19.519,SRV,7
alternative,test,Diversifying selection,1.008,0.0,SRV,7
alternative,test,Diversifying selection,1.004,0.0,SRV,7
alternative,test,Negative selection,0.114,80.481,SRV,7
alternative,test,Negative selection,0.229,19.519,SRV,7
alternative,test,Negative selection,0.295,80.481,SRV,7
alternative,test,Negative selection,0.437,19.519,SRV,7
null,reference,Diversifying selection,1.153,0.0,SRV,7
null,reference,Negative selection,0.304,89.489,SRV,7
null,reference,Negative selection,0.361,10.511,SRV,7
null,test,Diversifying selection,1.153,0.0,SRV,7
null,test,Negative selection,0.304,89.489,SRV,7
null,test,Negative selection,0.361,10.511,SRV,7
alternative,reference,Diversifying selection,1.303,0.0,SRV,8
alternative,reference,Negative selection,0.128,0.0,SRV,8
alternative,reference,Negative selection,0.322,100.0,SRV,8
alternative,test,Diversifying selection,1.594,0.0,SRV,8
alternative,test,Diversifying selection,1.303,0.0,SRV,8
alternative,test,Negative selection,0.027,0.0,SRV,8
alternative,test,Negative selection,0.136,100.0,SRV,8
alternative,test,Negative selection,0.128,0.0,SRV,8
alternative,test,Negative selection,0.322,100.0,SRV,8
null,reference,Diversifying selection,1.085,0.0,SRV,8
null,reference,Negative selection,0.309,100.0,SRV,8
null,reference,Negative selection,0.36,0.0,SRV,8
null,test,Diversifying selection,1.085,0.0,SRV,8
null,test,Negative selection,0.309,100.0,SRV,8
null,test,Negative selection,0.36,0.0,SRV,8
alternative,reference,Diversifying selection,1.068,0.0,SRV,9
alternative,reference,Negative selection,0.322,100.0,SRV,9
alternative,reference,Negative selection,0.828,0.0,SRV,9
alternative,test,Diversifying selection,1.123,0.0,SRV,9
alternative,test,Diversifying selection,1.068,0.0,SRV,9
alternative,test,Negative selection,0.136,100.0,SRV,9
alternative,test,Negative selection,0.717,0.0,SRV,9
alternative,test,Negative selection,0.322,100.0,SRV,9
alternative,test,Negative selection,0.828,0.0,SRV,9
null,reference,Diversifying selection,1.231,0.0,SRV,9
null,reference,Negative selection,0.309,100.0,SRV,9
null,reference,Negative selection,0.759,0.0,SRV,9
null,test,Diversifying selection,1.231,0.0,SRV,9
null,test,Negative selection,0.309,100.0,SRV,9
null,test,Negative selection,0.759,0.0,SRV,9
alternative,reference,Diversifying selection,10.707,3.947,SRV,10
alternative,reference,Negative selection,0.0,96.053,SRV,10
alternative,reference,Negative selection,0.0,0.0,SRV,10
alternative,test,Diversifying selection,4.157,3.947,SRV,10
alternative,test,Diversifying selection,10.707,3.947,SRV,10
alternative,test,Negative selection,0.0,96.053,SRV,10
alternative,test,Negative selection,0.0,0.0,SRV,10
alternative,test,Negative selection,0.0,96.053,SRV,10
alternative,test,Negative selection,0.0,0.0,SRV,10
null,reference,Diversifying selection,10.403,3.887,SRV,10
null,reference,Negative selection,0.0,96.113,SRV,10
null,reference,Negative selection,0.001,0.0,SRV,10
null,test,Diversifying selection,10.403,3.887,SRV,10
null,test,Negative selection,0.0,96.113,SRV,10
null,test,Negative selection,0.001,0.0,SRV,10
alternative,reference,Diversifying selection,1.014,0.0,SRV+Double,1
alternative,reference,Negative selection,0.101,0.0,SRV+Double,1
alternative,reference,Negative selection,0.322,100.0,SRV+Double,1
alternative,test,Diversifying selection,1.025,0.0,SRV+Double,1
alternative,test,Diversifying selection,1.014,0.0,SRV+Double,1
alternative,test,Negative selection,0.017,0.0,SRV+Double,1
alternative,test,Negative selection,0.136,100.0,SRV+Double,1
alternative,test,Negative selection,0.101,0.0,SRV+Double,1
alternative,test,Negative selection,0.322,100.0,SRV+Double,1
null,reference,Diversifying selection,1.169,0.0,SRV+Double,1
null,reference,Negative selection,0.092,0.0,SRV+Double,1
null,reference,Negative selection,0.31,100.0,SRV+Double,1
null,test,Diversifying selection,1.169,0.0,SRV+Double,1
null,test,Negative selection,0.092,0.0,SRV+Double,1
null,test,Negative selection,0.31,100.0,SRV+Double,1
alternative,reference,Diversifying selection,1.002,0.0,SRV+Double,2
alternative,reference,Negative selection,0.123,0.0,SRV+Double,2
alternative,reference,Negative selection,0.322,100.0,SRV+Double,2
alternative,test,Diversifying selection,1.004,0.0,SRV+Double,2
alternative,test,Diversifying selection,1.002,0.0,SRV+Double,2
alternative,test,Negative selection,0.025,0.0,SRV+Double,2
alternative,test,Negative selection,0.136,100.0,SRV+Double,2
alternative,test,Negative selection,0.123,0.0,SRV+Double,2
alternative,test,Negative selection,0.322,100.0,SRV+Double,2
null,reference,Diversifying selection,1.155,0.0,SRV+Double,2
null,reference,Negative selection,0.113,0.0,SRV+Double,2
null,reference,Negative selection,0.31,100.0,SRV+Double,2
null,test,Diversifying selection,1.155,0.0,SRV+Double,2
null,test,Negative selection,0.113,0.0,SRV+Double,2
null,test,Negative selection,0.31,100.0,SRV+Double,2
alternative,reference,Diversifying selection,1.011,0.0,SRV+Double,3
alternative,reference,Negative selection,0.008,0.0,SRV+Double,3
alternative,reference,Negative selection,0.323,100.0,SRV+Double,3
alternative,test,Diversifying selection,1.02,0.0,SRV+Double,3
alternative,test,Diversifying selection,1.011,0.0,SRV+Double,3
alternative,test,Negative selection,0.0,0.0,SRV+Double,3
alternative,test,Negative selection,0.136,100.0,SRV+Double,3
alternative,test,Negative selection,0.008,0.0,SRV+Double,3
alternative,test,Negative selection,0.323,100.0,SRV+Double,3
null,reference,Diversifying selection,1.166,0.0,SRV+Double,3
null,reference,Negative selection,0.008,0.0,SRV+Double,3
null,reference,Negative selection,0.31,100.0,SRV+Double,3
null,test,Diversifying selection,1.166,0.0,SRV+Double,3
null,test,Negative selection,0.008,0.0,SRV+Double,3
null,test,Negative selection,0.31,100.0,SRV+Double,3
alternative,reference,Diversifying selection,2.058,0.0,SRV+Double,4
