replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.5857,0.8,-4952.68,9983.74,39,-4952.83,9982.02,38,0.2292,0.3058,Convergence/flat likelihood
2,SRV,0.5857,0.8,-4952.68,9983.74,39,-4952.83,9982.02,38,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
3,SRV,0.5856,0.8,-4952.68,9983.74,39,-4952.83,9982.02,38,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
4,SRV,1.0,26.18,-4953.69,9985.75,39,-4952.83,9982.02,38,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
5,SRV,0.5858,0.8,-4952.68,9983.74,39,-4952.83,9982.02,38,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
6,SRV,0.5857,0.8,-4952.68,9983.74,39,-4952.83,9982.02,38,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
7,SRV,0.5859,0.8,-4952.68,9983.74,39,-4952.83,9982.02,38,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
8,SRV,0.5858,0.8,-4952.68,9983.74,39,-4952.83,9982.02,38,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
9,SRV,0.5857,0.8,-4952.68,9983.74,39,-4952.83,9982.02,38,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
10,SRV,0.5857,0.8,-4952.68,9983.74,39,-4952.83,9982.02,38,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double,0.5874,0.8,-4952.69,9987.79,41,-4952.83,9986.06,40,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double,0.5882,0.8,-4952.69,9987.79,41,-4952.83,9986.06,40,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double,0.586,0.8,-4952.68,9987.78,41,-4952.83,9986.06,40,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double,0.5879,0.8,-4952.68,9987.78,41,-4952.83,9986.06,40,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double,0.5881,0.8,-4952.69,9987.79,41,-4952.83,9986.06,40,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double,0.5861,0.8,-4952.68,9987.78,41,-4952.83,9986.06,40,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double,0.5875,0.8,-4952.68,9987.78,41,-4952.83,9986.06,40,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double,0.588,0.8,-4952.69,9987.79,41,-4952.83,9986.06,40,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double,0.5877,0.8,-4952.69,9987.79,41,-4952.83,9986.06,40,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double,0.5877,0.8,-4952.69,9987.78,41,-4952.83,9986.06,40,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double+Triple,0.5857,0.8,-4952.68,9991.82,43,-4952.83,9990.1,42,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double+Triple,0.5862,0.8,-4952.68,9991.82,43,-4952.83,9990.1,42,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double+Triple,0.5867,0.8,-4952.68,9991.82,43,-4952.83,9990.1,42,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double+Triple,0.586,0.79,-4952.68,9993.84,44,-4952.83,9992.12,43,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double+Triple,0.5857,0.8,-4952.68,9991.82,43,-4952.83,9990.1,42,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double+Triple,0.5877,0.8,-4952.68,9991.82,43,-4952.83,9990.1,42,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double+Triple,0.5857,0.8,-4952.68,9991.82,43,-4952.83,9990.1,42,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double+Triple,0.5859,0.8,-4952.68,9991.82,43,-4952.83,9990.1,42,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double+Triple,1.0,0.79,-4954.37,9995.2,43,-4952.83,9990.1,42,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double+Triple,0.586,0.8,-4952.68,9991.82,43,-4952.83,9990.1,42,0.2292,0.3058,Convergence/flat likelihood; Collapsed rate class
