model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Diversifying selection,1.14,0.0,SRV,1
alternative,reference,Negative selection,0.121,0.0,SRV,1
alternative,reference,Negative selection,0.208,100.0,SRV,1
alternative,test,Diversifying selection,1.054,0.0,SRV,1
alternative,test,Diversifying selection,1.14,0.0,SRV,1
alternative,test,Negative selection,0.429,0.0,SRV,1
alternative,test,Negative selection,0.533,100.0,SRV,1
alternative,test,Negative selection,0.121,0.0,SRV,1
alternative,test,Negative selection,0.208,100.0,SRV,1
null,reference,Diversifying selection,1.321,0.0,SRV,1
null,reference,Negative selection,0.111,0.0,SRV,1
null,reference,Negative selection,0.232,100.0,SRV,1
null,test,Diversifying selection,1.321,0.0,SRV,1
null,test,Negative selection,0.111,0.0,SRV,1
null,test,Negative selection,0.232,100.0,SRV,1
alternative,reference,Diversifying selection,1.059,21.035,SRV,2
alternative,reference,Negative selection,0.0,0.135,SRV,2
alternative,reference,Negative selection,0.0,78.831,SRV,2
alternative,test,Diversifying selection,2.615,21.035,SRV,2
alternative,test,Diversifying selection,1.059,21.035,SRV,2
alternative,test,Negative selection,0.0,0.135,SRV,2
alternative,test,Negative selection,0.0,78.831,SRV,2
alternative,test,Negative selection,0.0,0.135,SRV,2
alternative,test,Negative selection,0.0,78.831,SRV,2
null,reference,Diversifying selection,1.002,0.0,SRV,2
null,reference,Negative selection,0.212,12.567,SRV,2
null,reference,Negative selection,0.235,87.433,SRV,2
null,test,Diversifying selection,1.002,0.0,SRV,2
null,test,Negative selection,0.212,12.567,SRV,2
null,test,Negative selection,0.235,87.433,SRV,2
alternative,reference,Diversifying selection,1.05,0.0,SRV,3
alternative,reference,Negative selection,0.167,0.352,SRV,3
alternative,reference,Negative selection,0.209,99.648,SRV,3
alternative,test,Diversifying selection,1.02,0.0,SRV,3
alternative,test,Diversifying selection,1.05,0.0,SRV,3
alternative,test,Negative selection,0.488,0.352,SRV,3
alternative,test,Negative selection,0.533,99.648,SRV,3
alternative,test,Negative selection,0.167,0.352,SRV,3
alternative,test,Negative selection,0.209,99.648,SRV,3
null,reference,Diversifying selection,1.081,0.0,SRV,3
null,reference,Negative selection,0.232,100.0,SRV,3
null,reference,Negative selection,0.718,0.0,SRV,3
null,test,Diversifying selection,1.081,0.0,SRV,3
null,test,Negative selection,0.232,100.0,SRV,3
null,test,Negative selection,0.718,0.0,SRV,3
alternative,reference,Diversifying selection,1.062,0.0,SRV,4
alternative,reference,Negative selection,0.01,0.0,SRV,4
alternative,reference,Negative selection,0.208,100.0,SRV,4
alternative,test,Diversifying selection,1.024,0.0,SRV,4
