model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Diversifying selection,216.152,0.0,SRV,1
alternative,reference,Negative selection,0.222,100.0,SRV,1
alternative,reference,Negative selection,0.896,0.0,SRV,1
alternative,test,Diversifying selection,7.945,0.0,SRV,1
alternative,test,Diversifying selection,216.152,0.0,SRV,1
alternative,test,Negative selection,0.56,100.0,SRV,1
alternative,test,Negative selection,0.959,0.0,SRV,1
alternative,test,Negative selection,0.222,100.0,SRV,1
alternative,test,Negative selection,0.896,0.0,SRV,1
null,reference,Diversifying selection,10.664,0.0,SRV,1
null,reference,Negative selection,0.232,100.0,SRV,1
null,reference,Negative selection,0.822,0.0,SRV,1
null,test,Diversifying selection,10.664,0.0,SRV,1
null,test,Negative selection,0.232,100.0,SRV,1
null,test,Negative selection,0.822,0.0,SRV,1
alternative,reference,Diversifying selection,1.041,0.0,SRV,2
alternative,reference,Negative selection,0.09,0.0,SRV,2
alternative,reference,Negative selection,0.223,100.0,SRV,2
alternative,test,Diversifying selection,1.015,0.0,SRV,2
alternative,test,Diversifying selection,1.041,0.0,SRV,2
alternative,test,Negative selection,0.398,0.0,SRV,2
alternative,test,Negative selection,0.563,100.0,SRV,2
alternative,test,Negative selection,0.09,0.0,SRV,2
alternative,test,Negative selection,0.223,100.0,SRV,2
null,reference,Diversifying selection,1.2,0.0,SRV,2
null,reference,Negative selection,0.083,0.0,SRV,2
null,reference,Negative selection,0.232,100.0,SRV,2
null,test,Diversifying selection,1.2,0.0,SRV,2
null,test,Negative selection,0.083,0.0,SRV,2
null,test,Negative selection,0.232,100.0,SRV,2
alternative,reference,Diversifying selection,1.073,0.0,SRV,3
alternative,reference,Negative selection,0.05,0.0,SRV,3
alternative,reference,Negative selection,0.223,100.0,SRV,3
alternative,test,Diversifying selection,1.028,0.0,SRV,3
alternative,test,Diversifying selection,1.073,0.0,SRV,3
alternative,test,Negative selection,0.314,0.0,SRV,3
alternative,test,Negative selection,0.56,100.0,SRV,3
alternative,test,Negative selection,0.05,0.0,SRV,3
alternative,test,Negative selection,0.223,100.0,SRV,3
null,reference,Diversifying selection,1.239,0.0,SRV,3
null,reference,Negative selection,0.046,0.0,SRV,3
null,reference,Negative selection,0.232,100.0,SRV,3
null,test,Diversifying selection,1.239,0.0,SRV,3
null,test,Negative selection,0.046,0.0,SRV,3
null,test,Negative selection,0.232,100.0,SRV,3
alternative,reference,Diversifying selection,1.065,0.0,SRV,4
alternative,reference,Negative selection,0.087,0.0,SRV,4
alternative,reference,Negative selection,0.223,100.0,SRV,4
alternative,test,Diversifying selection,1.025,0.0,SRV,4
alternative,test,Diversifying selection,1.065,0.0,SRV,4
alternative,test,Negative selection,0.388,0.0,SRV,4
alternative,test,Negative selection,0.56,100.0,SRV,4
alternative,test,Negative selection,0.087,0.0,SRV,4
alternative,test,Negative selection,0.223,100.0,SRV,4
null,reference,Diversifying selection,1.23,0.0,SRV,4
null,reference,Negative selection,0.08,0.0,SRV,4
null,reference,Negative selection,0.232,100.0,SRV,4
null,test,Diversifying selection,1.23,0.0,SRV,4
null,test,Negative selection,0.08,0.0,SRV,4
null,test,Negative selection,0.232,100.0,SRV,4
alternative,reference,Diversifying selection,1.215,0.0,SRV,5
alternative,reference,Negative selection,0.222,100.0,SRV,5
alternative,reference,Negative selection,0.581,0.0,SRV,5
alternative,test,Diversifying selection,1.078,0.0,SRV,5
alternative,test,Diversifying selection,1.215,0.0,SRV,5
alternative,test,Negative selection,0.172,0.0,SRV,5
alternative,test,Negative selection,0.56,100.0,SRV,5
alternative,test,Negative selection,0.222,100.0,SRV,5
alternative,test,Negative selection,0.581,0.0,SRV,5
null,reference,Diversifying selection,1.189,0.0,SRV,5
null,reference,Negative selection,0.232,100.0,SRV,5
null,reference,Negative selection,0.508,0.0,SRV,5
null,test,Diversifying selection,1.189,0.0,SRV,5
null,test,Negative selection,0.232,100.0,SRV,5
null,test,Negative selection,0.508,0.0,SRV,5
alternative,reference,Diversifying selection,1.034,22.877,SRV,6
alternative,reference,Negative selection,0.0,77.123,SRV,6
alternative,reference,Negative selection,0.0,0.0,SRV,6
alternative,test,Diversifying selection,2.405,22.877,SRV,6
alternative,test,Diversifying selection,1.034,22.877,SRV,6
alternative,test,Negative selection,0.0,0.0,SRV,6
alternative,test,Negative selection,0.0,77.123,SRV,6
alternative,test,Negative selection,0.0,77.123,SRV,6
alternative,test,Negative selection,0.0,0.0,SRV,6
null,reference,Diversifying selection,1.002,0.0,SRV,6
null,reference,Negative selection,0.001,0.0,SRV,6
null,reference,Negative selection,0.232,100.0,SRV,6
null,test,Diversifying selection,1.002,0.0,SRV,6
null,test,Negative selection,0.001,0.0,SRV,6
null,test,Negative selection,0.232,100.0,SRV,6
alternative,reference,Diversifying selection,1.028,0.0,SRV,7
alternative,reference,Negative selection,0.167,0.0,SRV,7
alternative,reference,Negative selection,0.223,100.0,SRV,7
alternative,test,Diversifying selection,1.011,0.0,SRV,7
alternative,test,Diversifying selection,1.028,0.0,SRV,7
alternative,test,Negative selection,0.502,0.0,SRV,7
alternative,test,Negative selection,0.56,100.0,SRV,7
alternative,test,Negative selection,0.167,0.0,SRV,7
alternative,test,Negative selection,0.223,100.0,SRV,7
null,reference,Diversifying selection,1.183,0.0,SRV,7
null,reference,Negative selection,0.154,0.0,SRV,7
null,reference,Negative selection,0.231,100.0,SRV,7
null,test,Diversifying selection,1.183,0.0,SRV,7
null,test,Negative selection,0.154,0.0,SRV,7
null,test,Negative selection,0.231,100.0,SRV,7
alternative,reference,Diversifying selection,1.058,0.0,SRV,8
alternative,reference,Negative selection,0.052,0.0,SRV,8
alternative,reference,Negative selection,0.223,100.0,SRV,8
alternative,test,Diversifying selection,1.022,0.0,SRV,8
alternative,test,Diversifying selection,1.058,0.0,SRV,8
alternative,test,Negative selection,0.32,0.0,SRV,8
alternative,test,Negative selection,0.562,100.0,SRV,8
alternative,test,Negative selection,0.052,0.0,SRV,8
alternative,test,Negative selection,0.223,100.0,SRV,8
null,reference,Diversifying selection,1.221,0.0,SRV,8
null,reference,Negative selection,0.048,0.0,SRV,8
null,reference,Negative selection,0.232,100.0,SRV,8
null,test,Diversifying selection,1.221,0.0,SRV,8
null,test,Negative selection,0.048,0.0,SRV,8
null,test,Negative selection,0.232,100.0,SRV,8
alternative,reference,Diversifying selection,1.409,0.0,SRV,9
alternative,reference,Negative selection,0.185,0.0,SRV,9
alternative,reference,Negative selection,0.223,100.0,SRV,9
alternative,test,Diversifying selection,1.142,0.0,SRV,9
alternative,test,Diversifying selection,1.409,0.0,SRV,9
alternative,test,Negative selection,0.521,0.0,SRV,9
alternative,test,Negative selection,0.56,100.0,SRV,9
