exon_1	NC_037336.1	82.353	221	36	1	1	221	33772346	33772129	1.26e-55	222
exon_2	NC_037336.1	87.898	157	19	0	1	157	33771864	33771708	9.49e-49	198
exon_3	NC_037336.1	96.774	124	4	0	1	124	33768998	33768875	1.36e-51	206
exon_4	NC_037336.1	85.484	62	9	0	1	62	33767144	33767083	2.47e-11	72.5
exon_5	NC_037336.1	94.872	78	4	0	1	78	33753547	33753470	6.62e-27	123
exon_6	NC_037336.1	96.429	28	1	0	1	28	33752402	33752375	8.94e-05	47.3
exon_7	NC_037336.1	97.222	108	3	0	1	108	33742395	33742288	4.48e-44	182
exon_8	NC_037336.1	91.026	78	7	0	1	78	33738522	33738445	1.46e-22	110
exon_9	NC_037336.1	92.105	114	9	0	1	114	33738327	33738214	3.71e-39	166
exon_10	NC_037336.1	96.000	50	2	0	1	50	33736127	33736078	9.11e-15	82.4
exon_11	NC_037336.1	95.625	160	7	0	1	160	33733729	33733570	1.18e-66	258
exon_12	NC_037336.1	91.667	144	12	0	1	144	33732416	33732273	1.66e-51	206
exon_13	NC_037336.1	93.636	110	7	0	1	110	33730973	33730864	1.01e-39	168
exon_14	NC_037336.1	93.220	118	8	0	1	118	33729895	33729778	6.16e-43	178
exon_15	NC_037336.1	95.935	123	5	0	1	123	33728331	33728209	1.99e-49	200
exon_16	NC_037336.1	89.604	202	21	0	1	202	33727401	33727200	2.54e-70	270
exon_17	NC_037336.1	87.719	513	63	0	1	513	33725790	33725278	0.0	642
exon_18	NC_037336.1	81.553	206	38	0	3	208	33723987	33723782	1.12e-49	201
exon_19	NC_037336.1	90.230	174	17	0	3	176	33720739	33720566	1.23e-60	238
