exon_3	NC_041729.1	87.970	133	16	0	1	133	105284687	105284555	2.58e-40	168
exon_4	NC_041729.1	77.451	102	23	0	1	102	105283329	105283228	7.23e-14	81.5
exon_6	NC_041729.1	89.888	89	9	0	1	89	105281984	105281896	7.45e-26	121
exon_7	NC_041729.1	85.606	132	19	0	1	132	105277107	105276976	1.95e-35	153
exon_7	NC_041728.1	90.244	41	4	0	1	41	155521075	155521035	1.15e-06	57.2
exon_7	NC_041747.1	85.366	41	6	0	1	41	8284651	8284691	5.97e-04	48.2
exon_8	NC_041729.1	92.135	89	7	0	1	89	105271131	105271043	1.31e-28	130
exon_9	NC_041729.1	77.778	99	16	1	8	106	105268075	105267983	7.63e-14	81.5
exon_10	NC_041729.1	87.805	164	20	0	1	164	105265418	105265255	1.33e-51	206
exon_11	NC_041729.1	88.608	79	9	0	1	79	105263982	105263904	1.52e-20	103
exon_12	NC_041729.1	89.683	126	13	0	1	126	105258658	105258533	2.39e-40	169
exon_12	NC_041743.1	77.451	102	23	0	25	126	41487662	41487763	9.51e-14	81.5
exon_12	NC_041743.1	78.313	83	18	0	44	126	2242990	2243072	1.72e-10	69.8
exon_13	NC_041729.1	85.938	128	18	0	1	128	105257343	105257216	6.54e-35	150
exon_14	NC_041729.1	87.151	179	23	0	1	179	105252490	105252312	2.33e-55	220
exon_15	NC_041729.1	84.409	186	29	0	3	188	105250330	105250145	5.45e-51	205
exon_15	NC_041743.1	72.251	191	47	1	3	187	41489696	41489886	1.13e-21	107
exon_15	NC_041743.1	71.978	182	51	0	3	184	2244505	2244686	5.83e-19	99.6
exon_15	NC_041730.1	87.500	40	3	1	9	46	74936960	74936921	0.001	48.2
